date,vacinas_parcialNovas,localidade,vacinas_completasNovas,vacinas_parcialAcumulados,vacinas_completasAcumulados,vacinas_parcialNovas_100k,vacinas_parcialAcumulados_100k,vacinas_completasNovas_100k,vacinas_completasAcumulados_100k,codigo_reg
2021-03-21,20.0,Cianorte,0.0,7593.0,2271.0,12.32,4679.15,0.0,1399.49,13
2021-03-22,580.0,Cianorte,12.0,8173.0,2283.0,357.42,5036.57,7.39,1406.89,13
2021-03-23,505.0,Cianorte,2.0,8678.0,2285.0,311.2,5347.78,1.23,1408.12,13
2021-03-24,1007.0,Cianorte,41.0,9685.0,2326.0,620.56,5968.34,25.27,1433.39,13
2021-03-25,1200.0,Cianorte,11.0,10885.0,2337.0,739.49,6707.83,6.78,1440.17,13
2021-03-26,600.0,Cianorte,52.0,11485.0,2389.0,369.75,7077.58,32.04,1472.21,13
2021-03-27,1603.0,Cianorte,2.0,13088.0,2391.0,987.84,8065.42,1.23,1473.44,13
2021-03-28,414.0,Cianorte,1.0,13502.0,2392.0,255.13,8320.55,0.62,1474.06,13
2021-03-29,700.0,Cianorte,548.0,14202.0,2940.0,431.37,8751.92,337.7,1811.76,13
2021-03-30,1464.0,Cianorte,351.0,15666.0,3291.0,902.18,9654.1,216.3,2028.06,13
2021-03-31,660.0,Cianorte,115.0,16326.0,3406.0,406.72,10060.82,70.87,2098.93,13
2021-04-01,150.0,Cianorte,9.0,16476.0,3415.0,92.44,10153.26,5.55,2104.48,13
2021-04-02,0.0,Cianorte,0.0,16476.0,3415.0,0.0,10153.26,0.0,2104.48,13
2021-04-03,0.0,Cianorte,0.0,16476.0,3415.0,0.0,10153.26,0.0,2104.48,13
2021-04-04,0.0,Cianorte,0.0,16476.0,3415.0,0.0,10153.26,0.0,2104.48,13
2021-04-05,64.0,Cianorte,231.0,16540.0,3646.0,39.44,10192.7,142.35,2246.83,13
2021-04-06,195.0,Cianorte,631.0,16735.0,4277.0,120.17,10312.87,388.85,2635.68,13
2021-04-07,44.0,Cianorte,233.0,16779.0,4510.0,27.11,10339.98,143.59,2779.27,13
2021-04-08,91.0,Cianorte,150.0,16870.0,4660.0,56.08,10396.06,92.44,2871.7,13
2021-04-09,156.0,Cianorte,205.0,17026.0,4865.0,96.13,10492.2,126.33,2998.03,13
2021-04-10,970.0,Cianorte,1.0,17996.0,4866.0,597.76,11089.95,0.62,2998.65,13
2021-04-11,0.0,Cianorte,0.0,17996.0,4866.0,0.0,11089.95,0.0,2998.65,13
2021-04-12,159.0,Cianorte,150.0,18155.0,5016.0,97.98,11187.94,92.44,3091.09,13
2021-04-13,182.0,Cianorte,274.0,18337.0,5290.0,112.16,11300.09,168.85,3259.94,13
2021-04-14,29.0,Cianorte,1306.0,18366.0,6596.0,17.87,11317.96,804.82,4064.76,13
2021-04-15,44.0,Cianorte,592.0,18410.0,7188.0,27.11,11345.08,364.82,4429.57,13
2021-04-16,3.0,Cianorte,339.0,18413.0,7527.0,1.85,11346.93,208.91,4638.48,13
2021-04-17,975.0,Cianorte,127.0,19388.0,7654.0,600.84,11947.77,78.26,4716.74,13
2021-04-18,559.0,Cianorte,1.0,19947.0,7655.0,344.48,12292.25,0.62,4717.36,13
2021-04-19,355.0,Cianorte,1354.0,20302.0,9009.0,218.77,12511.02,834.4,5551.76,13
2021-04-20,770.0,Cianorte,638.0,21072.0,9647.0,474.51,12985.52,393.16,5944.92,13
2021-04-21,337.0,Cianorte,242.0,21409.0,9889.0,207.67,13193.2,149.13,6094.05,13
2021-04-22,201.0,Cianorte,1737.0,21610.0,11626.0,123.87,13317.06,1070.42,7164.47,13
2021-04-23,160.0,Cianorte,770.0,21770.0,12396.0,98.6,13415.66,474.51,7638.98,13
2021-04-24,1953.0,Cianorte,378.0,23723.0,12774.0,1203.53,14619.19,232.94,7871.92,13
2021-04-25,0.0,Cianorte,0.0,23723.0,12774.0,0.0,14619.19,0.0,7871.92,13
2021-04-26,203.0,Cianorte,1518.0,23926.0,14292.0,125.1,14744.29,935.46,8807.38,13
2021-04-27,115.0,Cianorte,164.0,24041.0,14456.0,70.87,14815.16,101.06,8908.44,13
2021-04-28,140.0,Cianorte,79.0,24181.0,14535.0,86.27,14901.43,48.68,8957.13,13
2021-04-29,20.0,Cianorte,172.0,24201.0,14707.0,12.32,14913.76,105.99,9063.12,13
2021-04-30,59.0,Cianorte,111.0,24260.0,14818.0,36.36,14950.11,68.4,9131.53,13
2021-05-01,1510.0,Cianorte,0.0,25770.0,14818.0,930.53,15880.65,0.0,9131.53,13
2021-05-02,760.0,Cianorte,1.0,26530.0,14819.0,468.35,16348.99,0.62,9132.14,13
2021-05-03,772.0,Cianorte,116.0,27302.0,14935.0,475.74,16824.73,71.48,9203.63,13
2021-05-04,273.0,Cianorte,55.0,27575.0,14990.0,168.24,16992.97,33.89,9237.52,13
2021-05-05,89.0,Cianorte,151.0,27664.0,15141.0,54.85,17047.81,93.05,9330.57,13
2021-05-06,26.0,Cianorte,73.0,27690.0,15214.0,16.02,17063.84,44.99,9375.56,13
2021-05-07,312.0,Cianorte,16.0,28002.0,15230.0,192.27,17256.11,9.86,9385.42,13
2021-05-08,223.0,Cianorte,37.0,28225.0,15267.0,137.42,17393.53,22.8,9408.22,13
2021-05-09,0.0,Cianorte,0.0,28225.0,15267.0,0.0,17393.53,0.0,9408.22,13
2021-05-10,225.0,Cianorte,183.0,28450.0,15450.0,138.66,17532.18,112.77,9520.99,13
2021-05-11,265.0,Cianorte,46.0,28715.0,15496.0,163.31,17695.49,28.35,9549.34,13
2021-05-12,233.0,Cianorte,88.0,28948.0,15584.0,143.59,17839.07,54.23,9603.57,13
2021-05-13,229.0,Cianorte,35.0,29177.0,15619.0,141.12,17980.19,21.57,9625.14,13
2021-05-14,252.0,Cianorte,87.0,29429.0,15706.0,155.29,18135.49,53.61,9678.75,13
2021-05-15,179.0,Cianorte,0.0,29608.0,15706.0,110.31,18245.8,0.0,9678.75,13
2021-05-16,0.0,Cianorte,0.0,29608.0,15706.0,0.0,18245.8,0.0,9678.75,13
2021-05-17,315.0,Cianorte,37.0,29923.0,15743.0,194.12,18439.91,22.8,9701.55,13
2021-05-18,279.0,Cianorte,29.0,30202.0,15772.0,171.93,18611.85,17.87,9719.42,13
2021-05-19,168.0,Cianorte,18.0,30370.0,15790.0,103.53,18715.37,11.09,9730.52,13
2021-05-20,376.0,Cianorte,43.0,30746.0,15833.0,231.71,18947.08,26.5,9757.01,13
2021-05-21,542.0,Cianorte,50.0,31288.0,15883.0,334.01,19281.09,30.81,9787.83,13
2021-05-22,447.0,Cianorte,113.0,31735.0,15996.0,275.46,19556.55,69.64,9857.46,13
2021-05-23,0.0,Cianorte,0.0,31735.0,15996.0,0.0,19556.55,0.0,9857.46,13
2021-05-24,521.0,Cianorte,136.0,32256.0,16132.0,321.06,19877.61,83.81,9941.27,13
2021-05-25,598.0,Cianorte,36.0,32854.0,16168.0,368.51,20246.13,22.18,9963.46,13
2021-05-26,511.0,Cianorte,144.0,33365.0,16312.0,314.9,20561.03,88.74,10052.2,13
2021-05-27,419.0,Cianorte,163.0,33784.0,16475.0,258.21,20819.24,100.45,10152.64,13
2021-05-28,721.0,Cianorte,50.0,34505.0,16525.0,444.31,21263.55,30.81,10183.46,13
2021-05-29,737.0,Cianorte,0.0,35242.0,16525.0,454.17,21717.72,0.0,10183.46,13
2021-05-30,0.0,Cianorte,0.0,35242.0,16525.0,0.0,21717.72,0.0,10183.46,13
2021-05-31,422.0,Cianorte,10.0,35664.0,16535.0,260.06,21977.78,6.16,10189.62,13
2021-06-01,771.0,Cianorte,155.0,36435.0,16690.0,475.13,22452.9,95.52,10285.14,13
2021-06-02,352.0,Cianorte,348.0,36787.0,17038.0,216.92,22669.82,214.45,10499.59,13
2021-06-03,0.0,Cianorte,0.0,36787.0,17038.0,0.0,22669.82,0.0,10499.59,13
2021-06-04,2074.0,Cianorte,42.0,38861.0,17080.0,1278.09,23947.91,25.88,10525.47,13
2021-06-05,1850.0,Cianorte,2.0,40711.0,17082.0,1140.05,25087.97,1.23,10526.7,13
2021-06-06,239.0,Cianorte,0.0,40950.0,17082.0,147.28,25235.25,0.0,10526.7,13
2021-06-07,990.0,Cianorte,76.0,41940.0,17158.0,610.08,25845.33,46.83,10573.54,13
2021-06-08,2060.0,Cianorte,44.0,44000.0,17202.0,1269.47,27114.8,27.11,10600.65,13
2021-06-09,1478.0,Cianorte,12.0,45478.0,17214.0,910.81,28025.61,7.39,10608.05,13
2021-06-10,1031.0,Cianorte,14.0,46509.0,17228.0,635.35,28660.96,8.63,10616.68,13
2021-06-11,1169.0,Cianorte,5.0,47678.0,17233.0,720.39,29381.35,3.08,10619.76,13
2021-06-12,300.0,Cianorte,0.0,47978.0,17233.0,184.87,29566.22,0.0,10619.76,13
2021-06-13,0.0,Cianorte,0.0,47978.0,17233.0,0.0,29566.22,0.0,10619.76,13
2021-06-14,1487.0,Cianorte,9.0,49465.0,17242.0,916.36,30482.58,5.55,10625.3,13
2021-06-15,1613.0,Cianorte,29.0,51078.0,17271.0,994.0,31476.59,17.87,10643.18,13
2021-06-16,2602.0,Cianorte,2.0,53680.0,17273.0,1603.47,33080.06,1.23,10644.41,13
2021-06-17,1625.0,Cianorte,8.0,55305.0,17281.0,1001.4,34081.46,4.93,10649.34,13
2021-06-18,494.0,Cianorte,10.0,55799.0,17291.0,304.43,34385.88,6.16,10655.5,13
2021-06-19,267.0,Cianorte,0.0,56066.0,17291.0,164.54,34550.42,0.0,10655.5,13
2021-06-20,0.0,Cianorte,0.0,56066.0,17291.0,0.0,34550.42,0.0,10655.5,13
2021-06-21,1568.0,Cianorte,16.0,57634.0,17307.0,966.27,35516.69,9.86,10665.36,13
2021-06-22,824.0,Cianorte,63.0,58458.0,17370.0,507.79,36024.48,38.82,10704.18,13
2021-06-23,171.0,Cianorte,88.0,58629.0,17458.0,105.38,36129.86,54.23,10758.41,13
2021-06-24,92.0,Cianorte,8.0,58721.0,17466.0,56.69,36186.55,4.93,10763.34,13
2021-06-25,40.0,Cianorte,44.0,58761.0,17510.0,24.65,36211.2,27.11,10790.46,13
2021-06-26,1773.0,Cianorte,436.0,60534.0,17946.0,1092.6,37303.8,268.68,11059.14,13
2021-06-27,0.0,Cianorte,0.0,60534.0,17946.0,0.0,37303.8,0.0,11059.14,13
2021-06-28,921.0,Cianorte,388.0,61455.0,18334.0,567.56,37871.36,239.1,11298.24,13
2021-06-29,586.0,Cianorte,252.0,62041.0,18586.0,361.12,38232.48,155.29,11453.54,13
2021-06-30,119.0,Cianorte,118.0,62160.0,18704.0,73.33,38305.82,72.72,11526.26,13
2021-07-01,194.0,Cianorte,250.0,62354.0,18954.0,119.55,38425.37,154.06,11680.32,13
2021-07-02,44.0,Cianorte,180.0,62398.0,19134.0,27.11,38452.48,110.92,11791.24,13
2021-07-03,3480.0,Cianorte,2.0,65878.0,19136.0,2144.53,40597.02,1.23,11792.47,13
2021-07-04,350.0,Cianorte,0.0,66228.0,19136.0,215.69,40812.7,0.0,11792.47,13
2021-07-05,801.0,Cianorte,83.0,67029.0,19219.0,493.61,41306.32,51.15,11843.62,13
2021-07-06,1893.0,Cianorte,1564.0,68922.0,20783.0,1166.55,42472.87,963.81,12807.43,13
2021-07-07,1225.0,Cianorte,690.0,70147.0,21473.0,754.9,43227.77,425.21,13232.64,13
2021-07-08,375.0,Cianorte,280.0,70522.0,21753.0,231.09,43458.86,172.55,13405.19,13
2021-07-09,197.0,Cianorte,149.0,70719.0,21902.0,121.4,43580.26,91.82,13497.01,13
2021-07-10,0.0,Cianorte,0.0,70719.0,21902.0,0.0,43580.26,0.0,13497.01,13
2021-07-11,0.0,Cianorte,0.0,70719.0,21902.0,0.0,43580.26,0.0,13497.01,13
2021-01-18,1.0,Cornélio Procópio,2.0,1.0,2.0,0.45,0.45,0.9,0.9,18
2021-01-19,112.0,Cornélio Procópio,0.0,113.0,2.0,50.51,50.96,0.0,0.9,18
2021-01-20,1159.0,Cornélio Procópio,1.0,1272.0,3.0,522.67,573.63,0.45,1.35,18
2021-01-21,1087.0,Cornélio Procópio,1.0,2359.0,4.0,490.2,1063.84,0.45,1.8,18
2021-01-22,388.0,Cornélio Procópio,1.0,2747.0,5.0,174.98,1238.82,0.45,2.25,18
2021-01-23,39.0,Cornélio Procópio,0.0,2786.0,5.0,17.59,1256.4,0.0,2.25,18
2021-01-24,12.0,Cornélio Procópio,0.0,2798.0,5.0,5.41,1261.82,0.0,2.25,18
2021-01-25,423.0,Cornélio Procópio,0.0,3221.0,5.0,190.76,1452.58,0.0,2.25,18
2021-01-26,355.0,Cornélio Procópio,0.0,3576.0,5.0,160.09,1612.67,0.0,2.25,18
2021-01-27,313.0,Cornélio Procópio,0.0,3889.0,5.0,141.15,1753.82,0.0,2.25,18
2021-01-28,273.0,Cornélio Procópio,0.0,4162.0,5.0,123.11,1876.94,0.0,2.25,18
2021-01-29,230.0,Cornélio Procópio,0.0,4392.0,5.0,103.72,1980.66,0.0,2.25,18
2021-01-30,5.0,Cornélio Procópio,1.0,4397.0,6.0,2.25,1982.92,0.45,2.71,18
2021-01-31,1.0,Cornélio Procópio,0.0,4398.0,6.0,0.45,1983.37,0.0,2.71,18
2021-02-01,84.0,Cornélio Procópio,0.0,4482.0,6.0,37.88,2021.25,0.0,2.71,18
2021-02-02,134.0,Cornélio Procópio,0.0,4616.0,6.0,60.43,2081.68,0.0,2.71,18
2021-02-03,97.0,Cornélio Procópio,0.0,4713.0,6.0,43.74,2125.42,0.0,2.71,18
2021-02-04,30.0,Cornélio Procópio,1.0,4743.0,7.0,13.53,2138.95,0.45,3.16,18
2021-02-05,41.0,Cornélio Procópio,1.0,4784.0,8.0,18.49,2157.44,0.45,3.61,18
2021-02-06,0.0,Cornélio Procópio,0.0,4784.0,8.0,0.0,2157.44,0.0,3.61,18
2021-02-07,0.0,Cornélio Procópio,0.0,4784.0,8.0,0.0,2157.44,0.0,3.61,18
2021-02-08,113.0,Cornélio Procópio,2.0,4897.0,10.0,50.96,2208.4,0.9,4.51,18
2021-02-09,365.0,Cornélio Procópio,3.0,5262.0,13.0,164.6,2373.01,1.35,5.86,18
2021-02-10,510.0,Cornélio Procópio,0.0,5772.0,13.0,229.99,2603.0,0.0,5.86,18
2021-02-11,162.0,Cornélio Procópio,1.0,5934.0,14.0,73.06,2676.06,0.45,6.31,18
2021-02-12,189.0,Cornélio Procópio,103.0,6123.0,117.0,85.23,2761.29,46.45,52.76,18
2021-02-13,15.0,Cornélio Procópio,115.0,6138.0,232.0,6.76,2768.06,51.86,104.63,18
2021-02-14,0.0,Cornélio Procópio,31.0,6138.0,263.0,0.0,2768.06,13.98,118.61,18
2021-02-15,64.0,Cornélio Procópio,502.0,6202.0,765.0,28.86,2796.92,226.39,344.99,18
2021-02-16,98.0,Cornélio Procópio,541.0,6300.0,1306.0,44.2,2841.11,243.98,588.97,18
2021-02-17,44.0,Cornélio Procópio,626.0,6344.0,1932.0,19.84,2860.96,282.31,871.27,18
2021-02-18,87.0,Cornélio Procópio,320.0,6431.0,2252.0,39.23,2900.19,144.31,1015.59,18
2021-02-19,43.0,Cornélio Procópio,197.0,6474.0,2449.0,19.39,2919.58,88.84,1104.43,18
2021-02-20,12.0,Cornélio Procópio,2.0,6486.0,2451.0,5.41,2924.99,0.9,1105.33,18
2021-02-21,3.0,Cornélio Procópio,1.0,6489.0,2452.0,1.35,2926.35,0.45,1105.78,18
2021-02-22,31.0,Cornélio Procópio,223.0,6520.0,2675.0,13.98,2940.33,100.57,1206.35,18
2021-02-23,53.0,Cornélio Procópio,107.0,6573.0,2782.0,23.9,2964.23,48.25,1254.6,18
2021-02-24,13.0,Cornélio Procópio,46.0,6586.0,2828.0,5.86,2970.09,20.74,1275.34,18
2021-02-25,28.0,Cornélio Procópio,38.0,6614.0,2866.0,12.63,2982.72,17.14,1292.48,18
2021-02-26,718.0,Cornélio Procópio,65.0,7332.0,2931.0,323.8,3306.52,29.31,1321.79,18
2021-02-27,43.0,Cornélio Procópio,0.0,7375.0,2931.0,19.39,3325.91,0.0,1321.79,18
2021-02-28,20.0,Cornélio Procópio,0.0,7395.0,2931.0,9.02,3334.93,0.0,1321.79,18
2021-03-01,482.0,Cornélio Procópio,67.0,7877.0,2998.0,217.37,3552.29,30.22,1352.01,18
2021-03-02,342.0,Cornélio Procópio,11.0,8219.0,3009.0,154.23,3706.53,4.96,1356.97,18
2021-03-03,390.0,Cornélio Procópio,49.0,8609.0,3058.0,175.88,3882.4,22.1,1379.07,18
2021-03-04,453.0,Cornélio Procópio,20.0,9062.0,3078.0,204.29,4086.69,9.02,1388.09,18
2021-03-05,367.0,Cornélio Procópio,109.0,9429.0,3187.0,165.51,4252.2,49.16,1437.24,18
2021-03-06,20.0,Cornélio Procópio,14.0,9449.0,3201.0,9.02,4261.22,6.31,1443.56,18
2021-03-07,21.0,Cornélio Procópio,16.0,9470.0,3217.0,9.47,4270.69,7.22,1450.77,18
2021-03-08,437.0,Cornélio Procópio,630.0,9907.0,3847.0,197.07,4467.76,284.11,1734.88,18
2021-03-09,376.0,Cornélio Procópio,250.0,10283.0,4097.0,169.56,4637.33,112.74,1847.63,18
2021-03-10,380.0,Cornélio Procópio,56.0,10663.0,4153.0,171.37,4808.7,25.25,1872.88,18
2021-03-11,458.0,Cornélio Procópio,62.0,11121.0,4215.0,206.54,5015.24,27.96,1900.84,18
2021-03-12,708.0,Cornélio Procópio,102.0,11829.0,4317.0,319.29,5334.53,46.0,1946.84,18
2021-03-13,106.0,Cornélio Procópio,2.0,11935.0,4319.0,47.8,5382.33,0.9,1947.74,18
2021-03-14,0.0,Cornélio Procópio,1.0,11935.0,4320.0,0.0,5382.33,0.45,1948.19,18
2021-03-15,649.0,Cornélio Procópio,122.0,12584.0,4442.0,292.68,5675.01,55.02,2003.21,18
2021-03-16,341.0,Cornélio Procópio,63.0,12925.0,4505.0,153.78,5828.79,28.41,2031.62,18
2021-03-17,450.0,Cornélio Procópio,78.0,13375.0,4583.0,202.94,6031.73,35.18,2066.8,18
2021-03-18,186.0,Cornélio Procópio,29.0,13561.0,4612.0,83.88,6115.61,13.08,2079.88,18
2021-03-19,456.0,Cornélio Procópio,22.0,14017.0,4634.0,205.64,6321.25,9.92,2089.8,18
2021-03-20,1036.0,Cornélio Procópio,0.0,15053.0,4634.0,467.21,6788.46,0.0,2089.8,18
2021-03-21,5.0,Cornélio Procópio,1.0,15058.0,4635.0,2.25,6790.71,0.45,2090.25,18
2021-03-22,907.0,Cornélio Procópio,65.0,15965.0,4700.0,409.03,7199.74,29.31,2119.56,18
2021-03-23,946.0,Cornélio Procópio,69.0,16911.0,4769.0,426.62,7626.36,31.12,2150.68,18
2021-03-24,1272.0,Cornélio Procópio,215.0,18183.0,4984.0,573.63,8200.0,96.96,2247.64,18
2021-03-25,2560.0,Cornélio Procópio,70.0,20743.0,5054.0,1154.48,9354.48,31.57,2279.2,18
2021-03-26,1991.0,Cornélio Procópio,28.0,22734.0,5082.0,897.88,10252.36,12.63,2291.83,18
2021-03-27,1035.0,Cornélio Procópio,67.0,23769.0,5149.0,466.75,10719.12,30.22,2322.05,18
2021-03-28,744.0,Cornélio Procópio,13.0,24513.0,5162.0,335.52,11054.64,5.86,2327.91,18
2021-03-29,2092.0,Cornélio Procópio,242.0,26605.0,5404.0,943.43,11998.07,109.13,2437.04,18
2021-03-30,2480.0,Cornélio Procópio,212.0,29085.0,5616.0,1118.41,13116.48,95.61,2532.65,18
2021-03-31,1403.0,Cornélio Procópio,57.0,30488.0,5673.0,632.71,13749.19,25.71,2558.36,18
2021-04-01,839.0,Cornélio Procópio,104.0,31327.0,5777.0,378.36,14127.55,46.9,2605.26,18
2021-04-02,111.0,Cornélio Procópio,3.0,31438.0,5780.0,50.06,14177.61,1.35,2606.61,18
2021-04-03,5.0,Cornélio Procópio,49.0,31443.0,5829.0,2.25,14179.87,22.1,2628.71,18
2021-04-04,0.0,Cornélio Procópio,0.0,31443.0,5829.0,0.0,14179.87,0.0,2628.71,18
2021-04-05,104.0,Cornélio Procópio,598.0,31547.0,6427.0,46.9,14226.77,269.68,2898.39,18
2021-04-06,128.0,Cornélio Procópio,424.0,31675.0,6851.0,57.72,14284.49,191.21,3089.6,18
2021-04-07,102.0,Cornélio Procópio,286.0,31777.0,7137.0,46.0,14330.49,128.98,3218.58,18
2021-04-08,353.0,Cornélio Procópio,199.0,32130.0,7336.0,159.19,14489.68,89.74,3308.32,18
2021-04-09,317.0,Cornélio Procópio,725.0,32447.0,8061.0,142.96,14632.64,326.95,3635.27,18
2021-04-10,431.0,Cornélio Procópio,57.0,32878.0,8118.0,194.37,14827.01,25.71,3660.98,18
2021-04-11,1013.0,Cornélio Procópio,10.0,33891.0,8128.0,456.83,15283.84,4.51,3665.49,18
2021-04-12,770.0,Cornélio Procópio,829.0,34661.0,8957.0,347.25,15631.09,373.85,4039.34,18
2021-04-13,566.0,Cornélio Procópio,405.0,35227.0,9362.0,255.25,15886.34,182.64,4221.99,18
2021-04-14,267.0,Cornélio Procópio,911.0,35494.0,10273.0,120.41,16006.75,410.83,4632.82,18
2021-04-15,73.0,Cornélio Procópio,622.0,35567.0,10895.0,32.92,16039.67,280.5,4913.32,18
2021-04-16,119.0,Cornélio Procópio,906.0,35686.0,11801.0,53.67,16093.33,408.58,5321.9,18
2021-04-17,59.0,Cornélio Procópio,220.0,35745.0,12021.0,26.61,16119.94,99.21,5421.12,18
2021-04-18,272.0,Cornélio Procópio,255.0,36017.0,12276.0,122.66,16242.6,115.0,5536.11,18
2021-04-19,1766.0,Cornélio Procópio,2163.0,37783.0,14439.0,796.41,17039.02,975.45,6511.56,18
2021-04-20,1499.0,Cornélio Procópio,2458.0,39282.0,16897.0,676.0,17715.02,1108.49,7620.05,18
2021-04-21,425.0,Cornélio Procópio,162.0,39707.0,17059.0,191.66,17906.69,73.06,7693.11,18
2021-04-22,683.0,Cornélio Procópio,1523.0,40390.0,18582.0,308.01,18214.7,686.83,8379.93,18
2021-04-23,753.0,Cornélio Procópio,1656.0,41143.0,20238.0,339.58,18554.28,746.81,9126.74,18
2021-04-24,16.0,Cornélio Procópio,533.0,41159.0,20771.0,7.22,18561.49,240.37,9367.11,18
2021-04-25,86.0,Cornélio Procópio,225.0,41245.0,20996.0,38.78,18600.28,101.47,9468.58,18
2021-04-26,1542.0,Cornélio Procópio,1499.0,42787.0,22495.0,695.4,19295.67,676.0,10144.58,18
2021-04-27,1130.0,Cornélio Procópio,864.0,43917.0,23359.0,509.6,19805.27,389.64,10534.22,18
2021-04-28,404.0,Cornélio Procópio,582.0,44321.0,23941.0,182.19,19987.46,262.46,10796.68,18
2021-04-29,542.0,Cornélio Procópio,533.0,44863.0,24474.0,244.43,20231.89,240.37,11037.05,18
2021-04-30,87.0,Cornélio Procópio,596.0,44950.0,25070.0,39.23,20271.12,268.78,11305.83,18
2021-05-01,245.0,Cornélio Procópio,2.0,45195.0,25072.0,110.49,20381.61,0.9,11306.73,18
2021-05-02,231.0,Cornélio Procópio,0.0,45426.0,25072.0,104.17,20485.79,0.0,11306.73,18
2021-05-03,1055.0,Cornélio Procópio,232.0,46481.0,25304.0,475.77,20961.56,104.63,11411.36,18
2021-05-04,1264.0,Cornélio Procópio,173.0,47745.0,25477.0,570.03,21531.59,78.02,11489.38,18
2021-05-05,1056.0,Cornélio Procópio,108.0,48801.0,25585.0,476.22,22007.81,48.7,11538.08,18
2021-05-06,509.0,Cornélio Procópio,101.0,49310.0,25686.0,229.54,22237.35,45.55,11583.63,18
2021-05-07,717.0,Cornélio Procópio,367.0,50027.0,26053.0,323.35,22560.7,165.51,11749.13,18
2021-05-08,366.0,Cornélio Procópio,1.0,50393.0,26054.0,165.06,22725.76,0.45,11749.59,18
2021-05-09,0.0,Cornélio Procópio,0.0,50393.0,26054.0,0.0,22725.76,0.0,11749.59,18
2021-05-10,550.0,Cornélio Procópio,155.0,50943.0,26209.0,248.03,22973.79,69.9,11819.49,18
2021-05-11,763.0,Cornélio Procópio,64.0,51706.0,26273.0,344.09,23317.88,28.86,11848.35,18
2021-05-12,800.0,Cornélio Procópio,590.0,52506.0,26863.0,360.78,23678.66,266.07,12114.42,18
2021-05-13,702.0,Cornélio Procópio,1114.0,53208.0,27977.0,316.58,23995.24,502.38,12616.8,18
2021-05-14,1024.0,Cornélio Procópio,674.0,54232.0,28651.0,461.79,24457.03,303.95,12920.76,18
2021-05-15,509.0,Cornélio Procópio,42.0,54741.0,28693.0,229.54,24686.58,18.94,12939.7,18
2021-05-16,119.0,Cornélio Procópio,16.0,54860.0,28709.0,53.67,24740.24,7.22,12946.91,18
2021-05-17,815.0,Cornélio Procópio,285.0,55675.0,28994.0,367.54,25107.78,128.53,13075.44,18
2021-05-18,1136.0,Cornélio Procópio,101.0,56811.0,29095.0,512.3,25620.08,45.55,13120.99,18
2021-05-19,970.0,Cornélio Procópio,1159.0,57781.0,30254.0,437.44,26057.53,522.67,13643.66,18
2021-05-20,614.0,Cornélio Procópio,75.0,58395.0,30329.0,276.9,26334.42,33.82,13677.48,18
2021-05-21,705.0,Cornélio Procópio,96.0,59100.0,30425.0,317.93,26652.36,43.29,13720.78,18
2021-05-22,161.0,Cornélio Procópio,43.0,59261.0,30468.0,72.61,26724.96,19.39,13740.17,18
2021-05-23,153.0,Cornélio Procópio,19.0,59414.0,30487.0,69.0,26793.96,8.57,13748.74,18
2021-05-24,1358.0,Cornélio Procópio,222.0,60772.0,30709.0,612.42,27406.38,100.12,13848.85,18
2021-05-25,1213.0,Cornélio Procópio,472.0,61985.0,31181.0,547.03,27953.41,212.86,14061.71,18
2021-05-26,1124.0,Cornélio Procópio,251.0,63109.0,31432.0,506.89,28460.3,113.19,14174.9,18
2021-05-27,1003.0,Cornélio Procópio,77.0,64112.0,31509.0,452.32,28912.62,34.72,14209.63,18
2021-05-28,913.0,Cornélio Procópio,159.0,65025.0,31668.0,411.74,29324.36,71.7,14281.33,18
2021-05-29,378.0,Cornélio Procópio,7.0,65403.0,31675.0,170.47,29494.82,3.16,14284.49,18
2021-05-30,95.0,Cornélio Procópio,0.0,65498.0,31675.0,42.84,29537.67,0.0,14284.49,18
2021-05-31,818.0,Cornélio Procópio,89.0,66316.0,31764.0,368.89,29906.56,40.14,14324.63,18
2021-06-01,2306.0,Cornélio Procópio,114.0,68622.0,31878.0,1039.94,30946.5,51.41,14376.04,18
2021-06-02,2079.0,Cornélio Procópio,258.0,70701.0,32136.0,937.57,31884.06,116.35,14492.39,18
2021-06-03,675.0,Cornélio Procópio,28.0,71376.0,32164.0,304.41,32188.47,12.63,14505.01,18
2021-06-04,1761.0,Cornélio Procópio,43.0,73137.0,32207.0,794.16,32982.63,19.39,14524.41,18
2021-06-05,949.0,Cornélio Procópio,2.0,74086.0,32209.0,427.97,33410.6,0.9,14525.31,18
2021-06-06,36.0,Cornélio Procópio,9.0,74122.0,32218.0,16.23,33426.83,4.06,14529.37,18
2021-06-07,2324.0,Cornélio Procópio,44.0,76446.0,32262.0,1048.06,34474.89,19.84,14549.21,18
2021-06-08,1951.0,Cornélio Procópio,211.0,78397.0,32473.0,879.84,35354.73,95.15,14644.36,18
2021-06-09,2278.0,Cornélio Procópio,76.0,80675.0,32549.0,1027.31,36382.04,34.27,14678.64,18
2021-06-10,1869.0,Cornélio Procópio,58.0,82544.0,32607.0,842.86,37224.91,26.16,14704.79,18
2021-06-11,1929.0,Cornélio Procópio,43.0,84473.0,32650.0,869.92,38094.83,19.39,14724.19,18
2021-06-12,1558.0,Cornélio Procópio,3.0,86031.0,32653.0,702.61,38797.44,1.35,14725.54,18
2021-06-13,0.0,Cornélio Procópio,0.0,86031.0,32653.0,0.0,38797.44,0.0,14725.54,18
