date,vacinas_parcialNovas,localidade,vacinas_completasNovas,vacinas_parcialAcumulados,vacinas_completasAcumulados,vacinas_parcialNovas_100k,vacinas_parcialAcumulados_100k,vacinas_completasNovas_100k,vacinas_completasAcumulados_100k,codigo_reg
2021-01-19,91.0,Apucarana,0.0,91.0,0.0,23.49,23.49,0.0,0.0,16
2021-01-20,1408.0,Apucarana,1.0,1499.0,1.0,363.44,386.92,0.26,0.26,16
2021-01-21,794.0,Apucarana,7.0,2293.0,8.0,204.95,591.87,1.81,2.06,16
2021-01-22,370.0,Apucarana,1.0,2663.0,9.0,95.51,687.38,0.26,2.32,16
2021-01-23,6.0,Apucarana,0.0,2669.0,9.0,1.55,688.93,0.0,2.32,16
2021-01-24,2.0,Apucarana,0.0,2671.0,9.0,0.52,689.44,0.0,2.32,16
2021-01-25,1114.0,Apucarana,1.0,3785.0,10.0,287.55,976.99,0.26,2.58,16
2021-01-26,707.0,Apucarana,5.0,4492.0,15.0,182.49,1159.48,1.29,3.87,16
2021-01-27,389.0,Apucarana,0.0,4881.0,15.0,100.41,1259.89,0.0,3.87,16
2021-01-28,340.0,Apucarana,1.0,5221.0,16.0,87.76,1347.65,0.26,4.13,16
2021-01-29,278.0,Apucarana,0.0,5499.0,16.0,71.76,1419.41,0.0,4.13,16
2021-01-30,3.0,Apucarana,0.0,5502.0,16.0,0.77,1420.19,0.0,4.13,16
2021-01-31,0.0,Apucarana,0.0,5502.0,16.0,0.0,1420.19,0.0,4.13,16
2021-02-01,191.0,Apucarana,0.0,5693.0,16.0,49.3,1469.49,0.0,4.13,16
2021-02-02,74.0,Apucarana,3.0,5767.0,19.0,19.1,1488.59,0.77,4.9,16
2021-02-03,202.0,Apucarana,0.0,5969.0,19.0,52.14,1540.73,0.0,4.9,16
2021-02-04,113.0,Apucarana,0.0,6082.0,19.0,29.17,1569.9,0.0,4.9,16
2021-02-05,112.0,Apucarana,0.0,6194.0,19.0,28.91,1598.81,0.0,4.9,16
2021-02-06,2.0,Apucarana,0.0,6196.0,19.0,0.52,1599.32,0.0,4.9,16
2021-02-07,1.0,Apucarana,0.0,6197.0,19.0,0.26,1599.58,0.0,4.9,16
2021-02-08,199.0,Apucarana,2.0,6396.0,21.0,51.37,1650.95,0.52,5.42,16
2021-02-09,437.0,Apucarana,0.0,6833.0,21.0,112.8,1763.75,0.0,5.42,16
2021-02-10,345.0,Apucarana,25.0,7178.0,46.0,89.05,1852.8,6.45,11.87,16
2021-02-11,157.0,Apucarana,32.0,7335.0,78.0,40.53,1893.32,8.26,20.13,16
2021-02-12,133.0,Apucarana,568.0,7468.0,646.0,34.33,1927.65,146.61,166.75,16
2021-02-13,0.0,Apucarana,1.0,7468.0,647.0,0.0,1927.65,0.26,167.0,16
2021-02-14,0.0,Apucarana,4.0,7468.0,651.0,0.0,1927.65,1.03,168.04,16
2021-02-15,78.0,Apucarana,342.0,7546.0,993.0,20.13,1947.79,88.28,256.31,16
2021-02-16,0.0,Apucarana,309.0,7546.0,1302.0,0.0,1947.79,79.76,336.07,16
2021-02-17,325.0,Apucarana,256.0,7871.0,1558.0,83.89,2031.68,66.08,402.15,16
2021-02-18,89.0,Apucarana,321.0,7960.0,1879.0,22.97,2054.65,82.86,485.01,16
2021-02-19,50.0,Apucarana,544.0,8010.0,2423.0,12.91,2067.56,140.42,625.43,16
2021-02-20,3.0,Apucarana,2.0,8013.0,2425.0,0.77,2068.33,0.52,625.95,16
2021-02-21,1.0,Apucarana,2.0,8014.0,2427.0,0.26,2068.59,0.52,626.46,16
2021-02-22,32.0,Apucarana,81.0,8046.0,2508.0,8.26,2076.85,20.91,647.37,16
2021-02-23,64.0,Apucarana,109.0,8110.0,2617.0,16.52,2093.37,28.14,675.5,16
2021-02-24,98.0,Apucarana,131.0,8208.0,2748.0,25.3,2118.66,33.81,709.32,16
2021-02-25,106.0,Apucarana,38.0,8314.0,2786.0,27.36,2146.02,9.81,719.13,16
2021-02-26,280.0,Apucarana,38.0,8594.0,2824.0,72.27,2218.3,9.81,728.94,16
2021-02-27,231.0,Apucarana,0.0,8825.0,2824.0,59.63,2277.92,0.0,728.94,16
2021-02-28,4.0,Apucarana,0.0,8829.0,2824.0,1.03,2278.96,0.0,728.94,16
2021-03-01,790.0,Apucarana,31.0,9619.0,2855.0,203.92,2482.87,8.0,736.94,16
2021-03-02,1088.0,Apucarana,134.0,10707.0,2989.0,280.84,2763.71,34.59,771.53,16
2021-03-03,394.0,Apucarana,105.0,11101.0,3094.0,101.7,2865.41,27.1,798.63,16
2021-03-04,451.0,Apucarana,145.0,11552.0,3239.0,116.41,2981.82,37.43,836.06,16
2021-03-05,1270.0,Apucarana,128.0,12822.0,3367.0,327.81,3309.64,33.04,869.1,16
2021-03-06,13.0,Apucarana,76.0,12835.0,3443.0,3.36,3312.99,19.62,888.71,16
2021-03-07,71.0,Apucarana,0.0,12906.0,3443.0,18.33,3331.32,0.0,888.71,16
2021-03-08,495.0,Apucarana,286.0,13401.0,3729.0,127.77,3459.09,73.82,962.54,16
2021-03-09,366.0,Apucarana,205.0,13767.0,3934.0,94.47,3553.56,52.91,1015.45,16
2021-03-10,292.0,Apucarana,103.0,14059.0,4037.0,75.37,3628.93,26.59,1042.04,16
2021-03-11,175.0,Apucarana,81.0,14234.0,4118.0,45.17,3674.11,20.91,1062.95,16
2021-03-12,1075.0,Apucarana,103.0,15309.0,4221.0,277.48,3951.59,26.59,1089.53,16
2021-03-13,262.0,Apucarana,1.0,15571.0,4222.0,67.63,4019.21,0.26,1089.79,16
2021-03-14,42.0,Apucarana,0.0,15613.0,4222.0,10.84,4030.06,0.0,1089.79,16
2021-03-15,527.0,Apucarana,259.0,16140.0,4481.0,136.03,4166.09,66.85,1156.64,16
2021-03-16,824.0,Apucarana,164.0,16964.0,4645.0,212.69,4378.78,42.33,1198.98,16
2021-03-17,305.0,Apucarana,93.0,17269.0,4738.0,78.73,4457.51,24.01,1222.98,16
2021-03-18,659.0,Apucarana,95.0,17928.0,4833.0,170.1,4627.61,24.52,1247.5,16
2021-03-19,1159.0,Apucarana,34.0,19087.0,4867.0,299.16,4926.77,8.78,1256.28,16
2021-03-20,813.0,Apucarana,1.0,19900.0,4868.0,209.85,5136.62,0.26,1256.54,16
2021-03-21,7.0,Apucarana,1.0,19907.0,4869.0,1.81,5138.43,0.26,1256.8,16
2021-03-22,1090.0,Apucarana,16.0,20997.0,4885.0,281.35,5419.78,4.13,1260.93,16
2021-03-23,1271.0,Apucarana,72.0,22268.0,4957.0,328.07,5747.86,18.58,1279.51,16
2021-03-24,1652.0,Apucarana,138.0,23920.0,5095.0,426.42,6174.27,35.62,1315.13,16
2021-03-25,2665.0,Apucarana,187.0,26585.0,5282.0,687.89,6862.17,48.27,1363.4,16
2021-03-26,2170.0,Apucarana,175.0,28755.0,5457.0,560.12,7422.29,45.17,1408.57,16
2021-03-27,2402.0,Apucarana,66.0,31157.0,5523.0,620.01,8042.3,17.04,1425.61,16
2021-03-28,2093.0,Apucarana,2.0,33250.0,5525.0,540.25,8582.55,0.52,1426.12,16
2021-03-29,2234.0,Apucarana,111.0,35484.0,5636.0,576.64,9159.19,28.65,1454.77,16
2021-03-30,2253.0,Apucarana,1258.0,37737.0,6894.0,581.55,9740.74,324.72,1779.49,16
2021-03-31,1126.0,Apucarana,176.0,38863.0,7070.0,290.65,10031.39,45.43,1824.92,16
2021-04-01,494.0,Apucarana,217.0,39357.0,7287.0,127.51,10158.9,56.01,1880.93,16
2021-04-02,312.0,Apucarana,9.0,39669.0,7296.0,80.53,10239.43,2.32,1883.26,16
2021-04-03,98.0,Apucarana,6.0,39767.0,7302.0,25.3,10264.73,1.55,1884.81,16
2021-04-04,43.0,Apucarana,1.0,39810.0,7303.0,11.1,10275.83,0.26,1885.06,16
2021-04-05,1382.0,Apucarana,513.0,41192.0,7816.0,356.72,10632.55,132.42,2017.48,16
2021-04-06,510.0,Apucarana,407.0,41702.0,8223.0,131.64,10764.2,105.06,2122.54,16
2021-04-07,606.0,Apucarana,150.0,42308.0,8373.0,156.42,10920.62,38.72,2161.25,16
2021-04-08,506.0,Apucarana,329.0,42814.0,8702.0,130.61,11051.23,84.92,2246.18,16
2021-04-09,1452.0,Apucarana,721.0,44266.0,9423.0,374.79,11426.02,186.11,2432.28,16
2021-04-10,1312.0,Apucarana,504.0,45578.0,9927.0,338.66,11764.68,130.09,2562.38,16
2021-04-11,897.0,Apucarana,82.0,46475.0,10009.0,231.54,11996.21,21.17,2583.54,16
2021-04-12,1120.0,Apucarana,733.0,47595.0,10742.0,289.1,12285.31,189.2,2772.74,16
2021-04-13,608.0,Apucarana,812.0,48203.0,11554.0,156.94,12442.25,209.59,2982.34,16
2021-04-14,510.0,Apucarana,1689.0,48713.0,13243.0,131.64,12573.89,435.97,3418.31,16
2021-04-15,182.0,Apucarana,1997.0,48895.0,15240.0,46.98,12620.87,515.47,3933.78,16
2021-04-16,158.0,Apucarana,1261.0,49053.0,16501.0,40.78,12661.65,325.49,4259.27,16
2021-04-17,1090.0,Apucarana,47.0,50143.0,16548.0,281.35,12943.0,12.13,4271.4,16
2021-04-18,1448.0,Apucarana,1.0,51591.0,16549.0,373.76,13316.76,0.26,4271.66,16
2021-04-19,940.0,Apucarana,3365.0,52531.0,19914.0,242.63,13559.4,868.58,5140.24,16
2021-04-20,2248.0,Apucarana,2518.0,54779.0,22432.0,580.26,14139.65,649.95,5790.19,16
2021-04-21,426.0,Apucarana,558.0,55205.0,22990.0,109.96,14249.61,144.03,5934.22,16
2021-04-22,530.0,Apucarana,2713.0,55735.0,25703.0,136.8,14386.42,700.28,6634.5,16
2021-04-23,677.0,Apucarana,2472.0,56412.0,28175.0,174.75,14561.17,638.08,7272.58,16
2021-04-24,1387.0,Apucarana,182.0,57799.0,28357.0,358.01,14919.18,46.98,7319.56,16
2021-04-25,1.0,Apucarana,3.0,57800.0,28360.0,0.26,14919.44,0.77,7320.33,16
2021-04-26,1522.0,Apucarana,1299.0,59322.0,29659.0,392.86,15312.3,335.3,7655.63,16
2021-04-27,1265.0,Apucarana,590.0,60587.0,30249.0,326.52,15638.83,152.29,7807.93,16
2021-04-28,1144.0,Apucarana,268.0,61731.0,30517.0,295.29,15934.12,69.18,7877.1,16
2021-04-29,512.0,Apucarana,302.0,62243.0,30819.0,132.16,16066.28,77.95,7955.06,16
2021-04-30,1026.0,Apucarana,329.0,63269.0,31148.0,264.83,16331.11,84.92,8039.98,16
2021-05-01,1529.0,Apucarana,4.0,64798.0,31152.0,394.67,16725.78,1.03,8041.01,16
2021-05-02,886.0,Apucarana,4.0,65684.0,31156.0,228.7,16954.47,1.03,8042.04,16
2021-05-03,1918.0,Apucarana,235.0,67602.0,31391.0,495.08,17449.55,60.66,8102.7,16
2021-05-04,1083.0,Apucarana,225.0,68685.0,31616.0,279.55,17729.1,58.08,8160.78,16
2021-05-05,751.0,Apucarana,218.0,69436.0,31834.0,193.85,17922.95,56.27,8217.05,16
2021-05-06,710.0,Apucarana,115.0,70146.0,31949.0,183.27,18106.21,29.68,8246.73,16
2021-05-07,2052.0,Apucarana,200.0,72198.0,32149.0,529.67,18635.88,51.62,8298.36,16
2021-05-08,798.0,Apucarana,15.0,72996.0,32164.0,205.98,18841.86,3.87,8302.23,16
2021-05-09,219.0,Apucarana,0.0,73215.0,32164.0,56.53,18898.39,0.0,8302.23,16
2021-05-10,1655.0,Apucarana,220.0,74870.0,32384.0,427.19,19325.58,56.79,8359.02,16
2021-05-11,983.0,Apucarana,53.0,75853.0,32437.0,253.73,19579.31,13.68,8372.7,16
2021-05-12,606.0,Apucarana,54.0,76459.0,32491.0,156.42,19735.73,13.94,8386.64,16
2021-05-13,1086.0,Apucarana,1769.0,77545.0,34260.0,280.32,20016.06,456.62,8843.25,16
2021-05-14,430.0,Apucarana,1544.0,77975.0,35804.0,110.99,20127.05,398.54,9241.79,16
2021-05-15,248.0,Apucarana,232.0,78223.0,36036.0,64.01,20191.06,59.88,9301.68,16
2021-05-16,51.0,Apucarana,6.0,78274.0,36042.0,13.16,20204.23,1.55,9303.23,16
2021-05-17,1055.0,Apucarana,228.0,79329.0,36270.0,272.32,20476.54,58.85,9362.08,16
2021-05-18,1185.0,Apucarana,313.0,80514.0,36583.0,305.87,20782.42,80.79,9442.87,16
2021-05-19,480.0,Apucarana,1252.0,80994.0,37835.0,123.9,20906.32,323.17,9766.04,16
2021-05-20,739.0,Apucarana,1138.0,81733.0,38973.0,190.75,21097.07,293.74,10059.78,16
2021-05-21,1352.0,Apucarana,833.0,83085.0,39806.0,348.98,21446.05,215.02,10274.8,16
2021-05-22,568.0,Apucarana,30.0,83653.0,39836.0,146.61,21592.66,7.74,10282.54,16
2021-05-23,261.0,Apucarana,14.0,83914.0,39850.0,67.37,21660.03,3.61,10286.15,16
2021-05-24,932.0,Apucarana,456.0,84846.0,40306.0,240.57,21900.6,117.7,10403.86,16
2021-05-25,1412.0,Apucarana,104.0,86258.0,40410.0,364.47,22265.07,26.84,10430.7,16
2021-05-26,1605.0,Apucarana,181.0,87863.0,40591.0,414.29,22679.36,46.72,10477.42,16
2021-05-27,1301.0,Apucarana,253.0,89164.0,40844.0,335.82,23015.17,65.3,10542.73,16
2021-05-28,1639.0,Apucarana,94.0,90803.0,40938.0,423.06,23438.23,24.26,10566.99,16
2021-05-29,1100.0,Apucarana,4.0,91903.0,40942.0,283.93,23722.17,1.03,10568.02,16
2021-05-30,545.0,Apucarana,0.0,92448.0,40942.0,140.68,23862.84,0.0,10568.02,16
2021-05-31,1531.0,Apucarana,129.0,93979.0,41071.0,395.18,24258.03,33.3,10601.32,16
2021-06-01,2122.0,Apucarana,291.0,96101.0,41362.0,547.73,24805.76,75.11,10676.43,16
2021-06-02,1827.0,Apucarana,789.0,97928.0,42151.0,471.59,25277.35,203.66,10880.09,16
2021-06-03,499.0,Apucarana,28.0,98427.0,42179.0,128.8,25406.15,7.23,10887.32,16
2021-06-04,1980.0,Apucarana,295.0,100407.0,42474.0,511.08,25917.24,76.15,10963.47,16
2021-06-05,584.0,Apucarana,15.0,100991.0,42489.0,150.74,26067.98,3.87,10967.34,16
2021-06-06,3.0,Apucarana,32.0,100994.0,42521.0,0.77,26068.75,8.26,10975.6,16
2021-06-07,3241.0,Apucarana,536.0,104235.0,43057.0,836.57,26905.33,138.35,11113.95,16
2021-06-08,2819.0,Apucarana,324.0,107054.0,43381.0,727.65,27632.97,83.63,11197.58,16
2021-06-09,1694.0,Apucarana,182.0,108748.0,43563.0,437.26,28070.23,46.98,11244.56,16
2021-06-10,2370.0,Apucarana,177.0,111118.0,43740.0,611.75,28681.98,45.69,11290.25,16
2021-06-11,2546.0,Apucarana,142.0,113664.0,43882.0,657.18,29339.16,36.65,11326.9,16
2021-06-12,1208.0,Apucarana,5.0,114872.0,43887.0,311.81,29650.97,1.29,11328.19,16
2021-06-13,516.0,Apucarana,2.0,115388.0,43889.0,133.19,29784.16,0.52,11328.71,16
2021-06-14,2580.0,Apucarana,88.0,117968.0,43977.0,665.95,30450.11,22.71,11351.42,16
2021-06-15,2495.0,Apucarana,46.0,120463.0,44023.0,644.01,31094.13,11.87,11363.3,16
2021-06-16,3975.0,Apucarana,57.0,124438.0,44080.0,1026.03,32120.16,14.71,11378.01,16
2021-06-17,2568.0,Apucarana,80.0,127006.0,44160.0,662.86,32783.02,20.65,11398.66,16
2021-06-18,2116.0,Apucarana,56.0,129122.0,44216.0,546.19,33329.2,14.45,11413.11,16
2021-06-19,58.0,Apucarana,0.0,129180.0,44216.0,14.97,33344.17,0.0,11413.11,16
2021-06-20,0.0,Apucarana,0.0,129180.0,44216.0,0.0,33344.17,0.0,11413.11,16
2021-06-21,2404.0,Apucarana,101.0,131584.0,44317.0,620.52,33964.7,26.07,11439.18,16
2021-06-22,3383.0,Apucarana,55.0,134967.0,44372.0,873.23,34837.93,14.2,11453.38,16
2021-06-23,2119.0,Apucarana,201.0,137086.0,44573.0,546.96,35384.89,51.88,11505.26,16
2021-06-24,1460.0,Apucarana,34.0,138546.0,44607.0,376.86,35761.74,8.78,11514.04,16
2021-06-25,1586.0,Apucarana,80.0,140132.0,44687.0,409.38,36171.12,20.65,11534.69,16
2021-06-26,2005.0,Apucarana,39.0,142137.0,44726.0,517.53,36688.66,10.07,11544.76,16
2021-06-27,1534.0,Apucarana,1115.0,143671.0,45841.0,395.96,37084.62,287.81,11832.56,16
2021-06-28,3878.0,Apucarana,1615.0,147549.0,47456.0,1001.0,38085.61,416.87,12249.43,16
2021-06-29,2961.0,Apucarana,555.0,150510.0,48011.0,764.3,38849.91,143.26,12392.69,16
2021-06-30,1514.0,Apucarana,331.0,152024.0,48342.0,390.8,39240.71,85.44,12478.12,16
2021-07-01,1959.0,Apucarana,194.0,153983.0,48536.0,505.66,39746.37,50.08,12528.2,16
2021-07-02,2093.0,Apucarana,78.0,156076.0,48614.0,540.25,40286.62,20.13,12548.33,16
2021-07-03,1948.0,Apucarana,16.0,158024.0,48630.0,502.82,40789.44,4.13,12552.46,16
2021-07-04,1011.0,Apucarana,0.0,159035.0,48630.0,260.96,41050.4,0.0,12552.46,16
2021-07-05,3326.0,Apucarana,163.0,162361.0,48793.0,858.51,41908.91,42.07,12594.54,16
2021-07-06,2142.0,Apucarana,74.0,164503.0,48867.0,552.9,42461.81,19.1,12613.64,16
2021-07-07,4394.0,Apucarana,2198.0,168897.0,51065.0,1134.19,43596.0,567.35,13180.99,16
2021-07-08,3500.0,Apucarana,1725.0,172397.0,52790.0,903.43,44499.42,445.26,13626.25,16
2021-07-09,1876.0,Apucarana,965.0,174273.0,53755.0,484.24,44983.66,249.09,13875.34,16
2021-07-10,2606.0,Apucarana,2032.0,176879.0,55787.0,672.67,45656.33,524.5,14399.84,16
2021-07-11,849.0,Apucarana,403.0,177728.0,56190.0,219.15,45875.47,104.02,14503.86,16
2021-01-18,1.0,Campo Mourão,0.0,1.0,0.0,0.31,0.31,0.0,0.0,11
2021-01-19,191.0,Campo Mourão,0.0,192.0,0.0,58.3,58.61,0.0,0.0,11
2021-01-20,1280.0,Campo Mourão,3.0,1472.0,3.0,390.73,449.34,0.92,0.92,11
2021-01-21,776.0,Campo Mourão,3.0,2248.0,6.0,236.88,686.21,0.92,1.83,11
2021-01-22,720.0,Campo Mourão,0.0,2968.0,6.0,219.78,906.0,0.0,1.83,11
2021-01-23,34.0,Campo Mourão,0.0,3002.0,6.0,10.38,916.38,0.0,1.83,11
2021-01-24,78.0,Campo Mourão,0.0,3080.0,6.0,23.81,940.19,0.0,1.83,11
2021-01-25,823.0,Campo Mourão,1.0,3903.0,7.0,251.22,1191.41,0.31,2.14,11
2021-01-26,813.0,Campo Mourão,0.0,4716.0,7.0,248.17,1439.58,0.0,2.14,11
2021-01-27,356.0,Campo Mourão,1.0,5072.0,8.0,108.67,1548.25,0.31,2.44,11
2021-01-28,236.0,Campo Mourão,0.0,5308.0,8.0,72.04,1620.29,0.0,2.44,11
2021-01-29,289.0,Campo Mourão,1.0,5597.0,9.0,88.22,1708.51,0.31,2.75,11
2021-01-30,1.0,Campo Mourão,0.0,5598.0,9.0,0.31,1708.82,0.0,2.75,11
2021-01-31,3.0,Campo Mourão,0.0,5601.0,9.0,0.92,1709.73,0.0,2.75,11
2021-02-01,31.0,Campo Mourão,0.0,5632.0,9.0,9.46,1719.2,0.0,2.75,11
2021-02-02,1.0,Campo Mourão,0.0,5633.0,9.0,0.31,1719.5,0.0,2.75,11
2021-02-03,129.0,Campo Mourão,0.0,5762.0,9.0,39.38,1758.88,0.0,2.75,11
2021-02-04,13.0,Campo Mourão,0.0,5775.0,9.0,3.97,1762.85,0.0,2.75,11
2021-02-05,3.0,Campo Mourão,0.0,5778.0,9.0,0.92,1763.76,0.0,2.75,11
2021-02-06,0.0,Campo Mourão,0.0,5778.0,9.0,0.0,1763.76,0.0,2.75,11
2021-02-07,0.0,Campo Mourão,0.0,5778.0,9.0,0.0,1763.76,0.0,2.75,11
2021-02-08,20.0,Campo Mourão,0.0,5798.0,9.0,6.11,1769.87,0.0,2.75,11
2021-02-09,354.0,Campo Mourão,0.0,6152.0,9.0,108.06,1877.93,0.0,2.75,11
2021-02-10,609.0,Campo Mourão,10.0,6761.0,19.0,185.9,2063.83,3.05,5.8,11
2021-02-11,250.0,Campo Mourão,117.0,7011.0,136.0,76.31,2140.14,35.71,41.51,11
2021-02-12,267.0,Campo Mourão,1291.0,7278.0,1427.0,81.5,2221.65,394.08,435.6,11
2021-02-13,11.0,Campo Mourão,328.0,7289.0,1755.0,3.36,2225.0,100.12,535.72,11
2021-02-14,0.0,Campo Mourão,2.0,7289.0,1757.0,0.0,2225.0,0.61,536.33,11
2021-02-15,66.0,Campo Mourão,662.0,7355.0,2419.0,20.15,2245.15,202.08,738.41,11
2021-02-16,0.0,Campo Mourão,10.0,7355.0,2429.0,0.0,2245.15,3.05,741.46,11
2021-02-17,169.0,Campo Mourão,224.0,7524.0,2653.0,51.59,2296.74,68.38,809.84,11
2021-02-18,212.0,Campo Mourão,199.0,7736.0,2852.0,64.71,2361.45,60.75,870.59,11
2021-02-19,210.0,Campo Mourão,161.0,7946.0,3013.0,64.1,2425.56,49.15,919.73,11
2021-02-20,23.0,Campo Mourão,0.0,7969.0,3013.0,7.02,2432.58,0.0,919.73,11
2021-02-21,0.0,Campo Mourão,0.0,7969.0,3013.0,0.0,2432.58,0.0,919.73,11
2021-02-22,55.0,Campo Mourão,109.0,8024.0,3122.0,16.79,2449.37,33.27,953.01,11
2021-02-23,67.0,Campo Mourão,27.0,8091.0,3149.0,20.45,2469.82,8.24,961.25,11
2021-02-24,73.0,Campo Mourão,19.0,8164.0,3168.0,22.28,2492.1,5.8,967.05,11
2021-02-25,52.0,Campo Mourão,4.0,8216.0,3172.0,15.87,2507.97,1.22,968.27,11
2021-02-26,147.0,Campo Mourão,4.0,8363.0,3176.0,44.87,2552.85,1.22,969.49,11
2021-02-27,177.0,Campo Mourão,2.0,8540.0,3178.0,54.03,2606.88,0.61,970.1,11
2021-02-28,22.0,Campo Mourão,2.0,8562.0,3180.0,6.72,2613.59,0.61,970.71,11
2021-03-01,707.0,Campo Mourão,6.0,9269.0,3186.0,215.82,2829.41,1.83,972.54,11
2021-03-02,847.0,Campo Mourão,3.0,10116.0,3189.0,258.55,3087.96,0.92,973.46,11
2021-03-03,839.0,Campo Mourão,15.0,10955.0,3204.0,256.11,3344.07,4.58,978.04,11
2021-03-04,535.0,Campo Mourão,38.0,11490.0,3242.0,163.31,3507.38,11.6,989.64,11
2021-03-05,631.0,Campo Mourão,143.0,12121.0,3385.0,192.62,3700.0,43.65,1033.29,11
2021-03-06,530.0,Campo Mourão,291.0,12651.0,3676.0,161.79,3861.78,88.83,1122.12,11
2021-03-07,0.0,Campo Mourão,0.0,12651.0,3676.0,0.0,3861.78,0.0,1122.12,11
2021-03-08,789.0,Campo Mourão,499.0,13440.0,4175.0,240.85,4102.63,152.32,1274.44,11
2021-03-09,349.0,Campo Mourão,347.0,13789.0,4522.0,106.53,4209.16,105.92,1380.36,11
2021-03-10,324.0,Campo Mourão,148.0,14113.0,4670.0,98.9,4308.06,45.18,1425.54,11
2021-03-11,323.0,Campo Mourão,87.0,14436.0,4757.0,98.6,4406.66,26.56,1452.1,11
2021-03-12,915.0,Campo Mourão,181.0,15351.0,4938.0,279.31,4685.97,55.25,1507.35,11
2021-03-13,206.0,Campo Mourão,0.0,15557.0,4938.0,62.88,4748.85,0.0,1507.35,11
2021-03-14,149.0,Campo Mourão,1.0,15706.0,4939.0,45.48,4794.33,0.31,1507.65,11
2021-03-15,547.0,Campo Mourão,113.0,16253.0,5052.0,166.97,4961.31,34.49,1542.15,11
2021-03-16,612.0,Campo Mourão,187.0,16865.0,5239.0,186.82,5148.12,57.08,1599.23,11
2021-03-17,182.0,Campo Mourão,28.0,17047.0,5267.0,55.56,5203.68,8.55,1607.78,11
2021-03-18,185.0,Campo Mourão,30.0,17232.0,5297.0,56.47,5260.15,9.16,1616.94,11
2021-03-19,845.0,Campo Mourão,37.0,18077.0,5334.0,257.94,5518.09,11.29,1628.23,11
2021-03-20,391.0,Campo Mourão,0.0,18468.0,5334.0,119.35,5637.45,0.0,1628.23,11
2021-03-21,4.0,Campo Mourão,0.0,18472.0,5334.0,1.22,5638.67,0.0,1628.23,11
2021-03-22,967.0,Campo Mourão,79.0,19439.0,5413.0,295.18,5933.85,24.12,1652.35,11
2021-03-23,1331.0,Campo Mourão,90.0,20770.0,5503.0,406.29,6340.15,27.47,1679.82,11
2021-03-24,2256.0,Campo Mourão,105.0,23026.0,5608.0,688.66,7028.8,32.05,1711.87,11
2021-03-25,2329.0,Campo Mourão,53.0,25355.0,5661.0,710.94,7739.74,16.18,1728.05,11
2021-03-26,1810.0,Campo Mourão,264.0,27165.0,5925.0,552.51,8292.25,80.59,1808.64,11
2021-03-27,3579.0,Campo Mourão,58.0,30744.0,5983.0,1092.51,9384.76,17.7,1826.34,11
2021-03-28,1117.0,Campo Mourão,20.0,31861.0,6003.0,340.97,9725.73,6.11,1832.45,11
2021-03-29,2316.0,Campo Mourão,460.0,34177.0,6463.0,706.97,10432.7,140.42,1972.86,11
2021-03-30,2183.0,Campo Mourão,391.0,36360.0,6854.0,666.37,11099.07,119.35,2092.22,11
2021-03-31,2018.0,Campo Mourão,962.0,38378.0,7816.0,616.0,11715.08,293.66,2385.87,11
2021-04-01,1121.0,Campo Mourão,299.0,39499.0,8115.0,342.19,12057.27,91.27,2477.14,11
2021-04-02,0.0,Campo Mourão,0.0,39499.0,8115.0,0.0,12057.27,0.0,2477.14,11
2021-04-03,110.0,Campo Mourão,4.0,39609.0,8119.0,33.58,12090.84,1.22,2478.37,11
2021-04-04,10.0,Campo Mourão,0.0,39619.0,8119.0,3.05,12093.9,0.0,2478.37,11
2021-04-05,103.0,Campo Mourão,842.0,39722.0,8961.0,31.44,12125.34,257.02,2735.39,11
2021-04-06,157.0,Campo Mourão,734.0,39879.0,9695.0,47.93,12173.26,224.06,2959.45,11
2021-04-07,110.0,Campo Mourão,462.0,39989.0,10157.0,33.58,12206.84,141.03,3100.47,11
2021-04-08,70.0,Campo Mourão,307.0,40059.0,10464.0,21.37,12228.21,93.71,3194.19,11
2021-04-09,255.0,Campo Mourão,380.0,40314.0,10844.0,77.84,12306.05,116.0,3310.18,11
2021-04-10,1307.0,Campo Mourão,45.0,41621.0,10889.0,398.97,12705.02,13.74,3323.92,11
2021-04-11,30.0,Campo Mourão,0.0,41651.0,10889.0,9.16,12714.17,0.0,3323.92,11
2021-04-12,653.0,Campo Mourão,465.0,42304.0,11354.0,199.33,12913.51,141.94,3465.86,11
2021-04-13,420.0,Campo Mourão,865.0,42724.0,12219.0,128.21,13041.71,264.05,3729.91,11
2021-04-14,309.0,Campo Mourão,544.0,43033.0,12763.0,94.32,13136.04,166.06,3895.97,11
2021-04-15,223.0,Campo Mourão,814.0,43256.0,13577.0,68.07,13204.11,248.48,4144.45,11
2021-04-16,61.0,Campo Mourão,1950.0,43317.0,15527.0,18.62,13222.73,595.25,4739.69,11
2021-04-17,2404.0,Campo Mourão,260.0,45721.0,15787.0,733.83,13956.56,79.37,4819.06,11
2021-04-18,1037.0,Campo Mourão,102.0,46758.0,15889.0,316.55,14273.11,31.14,4850.2,11
2021-04-19,1097.0,Campo Mourão,3604.0,47855.0,19493.0,334.86,14607.98,1100.14,5950.34,11
2021-04-20,1291.0,Campo Mourão,4087.0,49146.0,23580.0,394.08,15002.06,1247.58,7197.91,11
2021-04-21,559.0,Campo Mourão,72.0,49705.0,23652.0,170.64,15172.7,21.98,7219.89,11
2021-04-22,475.0,Campo Mourão,3213.0,50180.0,26865.0,145.0,15317.69,980.78,8200.67,11
