date,casosNovos,localidade,obitosNovos,casosAcumulados,obitosAcumulados,casos_100k,casosNovos_100k,obitos_100k,obitosNovos_100k,CFR,codigo_reg
2021-04-10,151.0,Maringá,9.0,73401.0,1706.0,8660.28,17.82,201.28,1.06,2.32,15
2021-04-11,161.0,Maringá,16.0,73562.0,1722.0,8679.28,19.0,203.17,1.89,2.34,15
2021-04-12,221.0,Maringá,8.0,73783.0,1730.0,8705.35,26.07,204.12,0.94,2.34,15
2021-04-13,197.0,Maringá,13.0,73980.0,1743.0,8728.6,23.24,205.65,1.53,2.36,15
2021-04-14,198.0,Maringá,8.0,74178.0,1751.0,8751.96,23.36,206.59,0.94,2.36,15
2021-04-15,282.0,Maringá,17.0,74460.0,1768.0,8785.23,33.27,208.6,2.01,2.37,15
2021-04-16,180.0,Maringá,12.0,74640.0,1780.0,8806.47,21.24,210.01,1.42,2.38,15
2021-04-17,160.0,Maringá,13.0,74800.0,1793.0,8825.34,18.88,211.55,1.53,2.4,15
2021-04-18,88.0,Maringá,10.0,74888.0,1803.0,8835.73,10.38,212.73,1.18,2.41,15
2021-04-19,191.0,Maringá,14.0,75079.0,1817.0,8858.26,22.54,214.38,1.65,2.42,15
2021-04-20,177.0,Maringá,8.0,75256.0,1825.0,8879.15,20.88,215.32,0.94,2.43,15
2021-04-21,73.0,Maringá,7.0,75329.0,1832.0,8887.76,8.61,216.15,0.83,2.43,15
2021-04-22,257.0,Maringá,10.0,75586.0,1842.0,8918.08,30.32,217.33,1.18,2.44,15
2021-04-23,202.0,Maringá,10.0,75788.0,1852.0,8941.91,23.83,218.51,1.18,2.44,15
2021-04-24,87.0,Maringá,8.0,75875.0,1860.0,8952.18,10.26,219.45,0.94,2.45,15
2021-04-25,150.0,Maringá,7.0,76025.0,1867.0,8969.88,17.7,220.28,0.83,2.46,15
2021-04-26,248.0,Maringá,8.0,76273.0,1875.0,8999.14,29.26,221.22,0.94,2.46,15
2021-04-27,217.0,Maringá,10.0,76490.0,1885.0,9024.74,25.6,222.4,1.18,2.46,15
2021-04-28,180.0,Maringá,14.0,76670.0,1899.0,9045.98,21.24,224.06,1.65,2.48,15
2021-04-29,226.0,Maringá,10.0,76896.0,1909.0,9072.64,26.66,225.24,1.18,2.48,15
2021-04-30,247.0,Maringá,9.0,77143.0,1918.0,9101.79,29.14,226.3,1.06,2.49,15
2021-05-01,140.0,Maringá,5.0,77283.0,1923.0,9118.3,16.52,226.89,0.59,2.49,15
2021-05-02,125.0,Maringá,7.0,77408.0,1930.0,9133.05,14.75,227.71,0.83,2.49,15
2021-05-03,269.0,Maringá,10.0,77677.0,1940.0,9164.79,31.74,228.89,1.18,2.5,15
2021-05-04,265.0,Maringá,3.0,77942.0,1943.0,9196.06,31.27,229.25,0.35,2.49,15
2021-05-05,330.0,Maringá,7.0,78272.0,1950.0,9234.99,38.94,230.07,0.83,2.49,15
2021-05-06,300.0,Maringá,8.0,78572.0,1958.0,9270.39,35.4,231.02,0.94,2.49,15
2021-05-07,296.0,Maringá,9.0,78868.0,1967.0,9305.31,34.92,232.08,1.06,2.49,15
2021-05-08,154.0,Maringá,12.0,79022.0,1979.0,9323.48,18.17,233.49,1.42,2.5,15
2021-05-09,191.0,Maringá,9.0,79213.0,1988.0,9346.02,22.54,234.56,1.06,2.51,15
2021-05-10,301.0,Maringá,4.0,79514.0,1992.0,9381.53,35.51,235.03,0.47,2.51,15
2021-05-11,435.0,Maringá,7.0,79949.0,1999.0,9432.85,51.32,235.85,0.83,2.5,15
2021-05-12,342.0,Maringá,4.0,80291.0,2003.0,9473.2,40.35,236.33,0.47,2.49,15
2021-05-13,277.0,Maringá,8.0,80568.0,2011.0,9505.89,32.68,237.27,0.94,2.5,15
2021-05-14,456.0,Maringá,10.0,81024.0,2021.0,9559.69,53.8,238.45,1.18,2.49,15
2021-05-15,286.0,Maringá,7.0,81310.0,2028.0,9593.43,33.74,239.28,0.83,2.49,15
2021-05-16,217.0,Maringá,14.0,81527.0,2042.0,9619.04,25.6,240.93,1.65,2.5,15
2021-05-17,620.0,Maringá,3.0,82147.0,2045.0,9692.19,73.15,241.28,0.35,2.49,15
2021-05-18,461.0,Maringá,9.0,82608.0,2054.0,9746.58,54.39,242.34,1.06,2.49,15
2021-05-19,656.0,Maringá,7.0,83264.0,2061.0,9823.98,77.4,243.17,0.83,2.48,15
2021-05-20,587.0,Maringá,11.0,83851.0,2072.0,9893.23,69.26,244.47,1.3,2.47,15
2021-05-21,593.0,Maringá,7.0,84444.0,2079.0,9963.2,69.97,245.29,0.83,2.46,15
2021-05-22,450.0,Maringá,10.0,84894.0,2089.0,10016.29,53.09,246.47,1.18,2.46,15
2021-05-23,282.0,Maringá,5.0,85176.0,2094.0,10049.57,33.27,247.06,0.59,2.46,15
2021-05-24,588.0,Maringá,6.0,85764.0,2100.0,10118.94,69.38,247.77,0.71,2.45,15
2021-05-25,620.0,Maringá,11.0,86384.0,2111.0,10192.09,73.15,249.07,1.3,2.44,15
2021-05-26,606.0,Maringá,12.0,86990.0,2123.0,10263.59,71.5,250.48,1.42,2.44,15
2021-05-27,768.0,Maringá,11.0,87758.0,2134.0,10354.21,90.61,251.78,1.3,2.43,15
2021-05-28,725.0,Maringá,15.0,88483.0,2149.0,10439.75,85.54,253.55,1.77,2.43,15
2021-05-29,509.0,Maringá,8.0,88992.0,2157.0,10499.8,60.05,254.5,0.94,2.42,15
2021-05-30,483.0,Maringá,16.0,89475.0,2173.0,10556.79,56.99,256.38,1.89,2.43,15
2021-05-31,848.0,Maringá,21.0,90323.0,2194.0,10656.84,100.05,258.86,2.48,2.43,15
2021-06-01,758.0,Maringá,8.0,91081.0,2202.0,10746.27,89.43,259.8,0.94,2.42,15
2021-06-02,661.0,Maringá,11.0,91742.0,2213.0,10824.26,77.99,261.1,1.3,2.41,15
2021-06-03,510.0,Maringá,17.0,92252.0,2230.0,10884.43,60.17,263.11,2.01,2.42,15
2021-06-04,791.0,Maringá,8.0,93043.0,2238.0,10977.76,93.33,264.05,0.94,2.41,15
2021-06-05,513.0,Maringá,9.0,93556.0,2247.0,11038.29,60.53,265.11,1.06,2.4,15
2021-06-06,498.0,Maringá,10.0,94054.0,2257.0,11097.04,58.76,266.29,1.18,2.4,15
2021-06-07,765.0,Maringá,16.0,94819.0,2273.0,11187.3,90.26,268.18,1.89,2.4,15
2021-06-08,572.0,Maringá,11.0,95391.0,2284.0,11254.79,67.49,269.48,1.3,2.39,15
2021-06-09,605.0,Maringá,16.0,95996.0,2300.0,11326.17,71.38,271.37,1.89,2.4,15
2021-06-10,607.0,Maringá,10.0,96603.0,2310.0,11397.79,71.62,272.55,1.18,2.39,15
2021-06-11,577.0,Maringá,18.0,97180.0,2328.0,11465.87,68.08,274.67,2.12,2.4,15
2021-06-12,496.0,Maringá,10.0,97676.0,2338.0,11524.39,58.52,275.85,1.18,2.39,15
2021-06-13,341.0,Maringá,17.0,98017.0,2355.0,11564.62,40.23,277.86,2.01,2.4,15
2021-06-14,639.0,Maringá,20.0,98656.0,2375.0,11640.02,75.39,280.22,2.36,2.41,15
2021-06-15,534.0,Maringá,23.0,99190.0,2398.0,11703.02,63.0,282.93,2.71,2.42,15
2021-06-16,505.0,Maringá,15.0,99695.0,2413.0,11762.6,59.58,284.7,1.77,2.42,15
2021-06-17,483.0,Maringá,19.0,100178.0,2432.0,11819.59,56.99,286.94,2.24,2.43,15
2021-06-18,477.0,Maringá,16.0,100655.0,2448.0,11875.87,56.28,288.83,1.89,2.43,15
2021-06-19,285.0,Maringá,11.0,100940.0,2459.0,11909.5,33.63,290.13,1.3,2.44,15
2021-06-20,213.0,Maringá,13.0,101153.0,2472.0,11934.63,25.13,291.66,1.53,2.44,15
2021-06-21,571.0,Maringá,13.0,101724.0,2485.0,12002.0,67.37,293.19,1.53,2.44,15
2021-06-22,500.0,Maringá,24.0,102224.0,2509.0,12060.99,58.99,296.03,2.83,2.45,15
2021-06-23,381.0,Maringá,12.0,102605.0,2521.0,12105.94,44.95,297.44,1.42,2.46,15
2021-06-24,413.0,Maringá,9.0,103018.0,2530.0,12154.67,48.73,298.5,1.06,2.46,15
2021-06-25,438.0,Maringá,15.0,103456.0,2545.0,12206.35,51.68,300.27,1.77,2.46,15
2021-06-26,288.0,Maringá,10.0,103744.0,2555.0,12240.33,33.98,301.45,1.18,2.46,15
2021-06-27,197.0,Maringá,10.0,103941.0,2565.0,12263.57,23.24,302.63,1.18,2.47,15
2021-06-28,384.0,Maringá,11.0,104325.0,2576.0,12308.88,45.31,303.93,1.3,2.47,15
2021-06-29,252.0,Maringá,10.0,104577.0,2586.0,12338.61,29.73,305.11,1.18,2.47,15
2021-06-30,246.0,Maringá,6.0,104823.0,2592.0,12367.63,29.02,305.82,0.71,2.47,15
2021-07-01,254.0,Maringá,9.0,105077.0,2601.0,12397.6,29.97,306.88,1.06,2.48,15
2021-07-02,245.0,Maringá,9.0,105322.0,2610.0,12426.51,28.91,307.94,1.06,2.48,15
2021-07-03,218.0,Maringá,8.0,105540.0,2618.0,12452.23,25.72,308.89,0.94,2.48,15
2021-07-04,165.0,Maringá,12.0,105705.0,2630.0,12471.7,19.47,310.3,1.42,2.49,15
2021-07-05,369.0,Maringá,16.0,106074.0,2646.0,12515.23,43.54,312.19,1.89,2.49,15
2021-07-06,271.0,Maringá,12.0,106345.0,2658.0,12547.21,31.97,313.61,1.42,2.5,15
2021-07-07,281.0,Maringá,10.0,106626.0,2668.0,12580.36,33.15,314.79,1.18,2.5,15
2021-07-08,299.0,Maringá,6.0,106925.0,2674.0,12615.64,35.28,315.49,0.71,2.5,15
2021-07-09,263.0,Maringá,8.0,107188.0,2682.0,12646.67,31.03,316.44,0.94,2.5,15
2021-07-10,203.0,Maringá,7.0,107391.0,2689.0,12670.62,23.95,317.26,0.83,2.5,15
2021-07-11,159.0,Maringá,7.0,107550.0,2696.0,12689.38,18.76,318.09,0.83,2.51,15
2021-07-12,273.0,Maringá,14.0,107823.0,2710.0,12721.59,32.21,319.74,1.65,2.51,15
2021-07-13,247.0,Maringá,5.0,108070.0,2715.0,12750.73,29.14,320.33,0.59,2.51,15
2021-07-14,226.0,Maringá,7.0,108296.0,2722.0,12777.4,26.66,321.16,0.83,2.51,15
2021-07-15,253.0,Maringá,15.0,108549.0,2737.0,12807.25,29.85,322.93,1.77,2.52,15
2021-07-16,155.0,Maringá,7.0,108704.0,2744.0,12825.54,18.29,323.75,0.83,2.52,15
2021-07-17,169.0,Maringá,8.0,108873.0,2752.0,12845.48,19.94,324.7,0.94,2.53,15
2021-07-18,98.0,Maringá,4.0,108971.0,2756.0,12857.04,11.56,325.17,0.47,2.53,15
2021-07-19,177.0,Maringá,6.0,109148.0,2762.0,12877.92,20.88,325.88,0.71,2.53,15
2021-07-20,141.0,Maringá,9.0,109289.0,2771.0,12894.56,16.64,326.94,1.06,2.54,15
2021-07-21,166.0,Maringá,6.0,109455.0,2777.0,12914.15,19.59,327.65,0.71,2.54,15
2021-07-22,159.0,Maringá,9.0,109614.0,2786.0,12932.9,18.76,328.71,1.06,2.54,15
2021-07-23,195.0,Maringá,5.0,109809.0,2791.0,12955.91,23.01,329.3,0.59,2.54,15
2021-07-24,135.0,Maringá,2.0,109944.0,2793.0,12971.84,15.93,329.53,0.24,2.54,15
2021-07-25,101.0,Maringá,1.0,110045.0,2794.0,12983.76,11.92,329.65,0.12,2.54,15
2021-07-26,201.0,Maringá,4.0,110246.0,2798.0,13007.47,23.72,330.12,0.47,2.54,15
2021-07-27,154.0,Maringá,5.0,110400.0,2803.0,13025.64,18.17,330.71,0.59,2.54,15
2021-07-28,149.0,Maringá,3.0,110549.0,2806.0,13043.22,17.58,331.07,0.35,2.54,15
2021-07-29,176.0,Maringá,4.0,110725.0,2810.0,13063.99,20.77,331.54,0.47,2.54,15
2021-07-30,159.0,Maringá,5.0,110884.0,2815.0,13082.75,18.76,332.13,0.59,2.54,15
2021-07-31,103.0,Maringá,5.0,110987.0,2820.0,13094.9,12.15,332.72,0.59,2.54,15
2021-08-01,88.0,Maringá,4.0,111075.0,2824.0,13105.28,10.38,333.19,0.47,2.54,15
2021-08-02,210.0,Maringá,1.0,111285.0,2825.0,13130.06,24.78,333.31,0.12,2.54,15
2021-08-03,174.0,Maringá,3.0,111459.0,2828.0,13150.59,20.53,333.66,0.35,2.54,15
2021-08-04,219.0,Maringá,3.0,111678.0,2831.0,13176.43,25.84,334.02,0.35,2.53,15
2021-08-05,232.0,Maringá,7.0,111910.0,2838.0,13203.8,27.37,334.84,0.83,2.54,15
2021-08-06,186.0,Maringá,2.0,112096.0,2840.0,13225.75,21.95,335.08,0.24,2.53,15
2021-08-07,130.0,Maringá,0.0,112226.0,2840.0,13241.08,15.34,335.08,0.0,2.53,15
2021-08-08,92.0,Maringá,3.0,112318.0,2843.0,13251.94,10.85,335.43,0.35,2.53,15
2021-08-09,197.0,Maringá,6.0,112515.0,2849.0,13275.18,23.24,336.14,0.71,2.53,15
2021-08-10,173.0,Maringá,5.0,112688.0,2854.0,13295.59,20.41,336.73,0.59,2.53,15
2021-08-11,197.0,Maringá,4.0,112885.0,2858.0,13318.84,23.24,337.2,0.47,2.53,15
2021-08-12,175.0,Maringá,4.0,113060.0,2862.0,13339.48,20.65,337.68,0.47,2.53,15
2021-08-13,159.0,Maringá,4.0,113219.0,2866.0,13358.24,18.76,338.15,0.47,2.53,15
2021-08-14,119.0,Maringá,5.0,113338.0,2871.0,13372.28,14.04,338.74,0.59,2.53,15
2021-08-15,92.0,Maringá,1.0,113430.0,2872.0,13383.14,10.85,338.86,0.12,2.53,15
2021-08-16,156.0,Maringá,3.0,113586.0,2875.0,13401.54,18.41,339.21,0.35,2.53,15
2021-08-17,128.0,Maringá,2.0,113714.0,2877.0,13416.65,15.1,339.45,0.24,2.53,15
2021-08-18,122.0,Maringá,1.0,113836.0,2878.0,13431.04,14.39,339.56,0.12,2.53,15
2021-08-19,109.0,Maringá,2.0,113945.0,2880.0,13443.9,12.86,339.8,0.24,2.53,15
2021-08-20,90.0,Maringá,4.0,114035.0,2884.0,13454.52,10.62,340.27,0.47,2.53,15
2021-08-21,63.0,Maringá,2.0,114098.0,2886.0,13461.95,7.43,340.51,0.24,2.53,15
2021-08-22,29.0,Maringá,4.0,114127.0,2890.0,13465.38,3.42,340.98,0.47,2.53,15
2021-08-23,130.0,Maringá,4.0,114257.0,2894.0,13480.71,15.34,341.45,0.47,2.53,15
2021-08-24,100.0,Maringá,3.0,114357.0,2897.0,13492.51,11.8,341.81,0.35,2.53,15
2021-08-25,90.0,Maringá,0.0,114447.0,2897.0,13503.13,10.62,341.81,0.0,2.53,15
2021-08-26,88.0,Maringá,3.0,114535.0,2900.0,13513.51,10.38,342.16,0.35,2.53,15
2021-08-27,94.0,Maringá,1.0,114629.0,2901.0,13524.6,11.09,342.28,0.12,2.53,15
2021-08-28,66.0,Maringá,7.0,114695.0,2908.0,13532.39,7.79,343.1,0.83,2.54,15
2021-08-29,65.0,Maringá,0.0,114760.0,2908.0,13540.06,7.67,343.1,0.0,2.53,15
2021-08-30,136.0,Maringá,0.0,114896.0,2908.0,13556.11,16.05,343.1,0.0,2.53,15
2021-08-31,85.0,Maringá,3.0,114981.0,2911.0,13566.14,10.03,343.46,0.35,2.53,15
2021-09-01,134.0,Maringá,2.0,115115.0,2913.0,13581.95,15.81,343.69,0.24,2.53,15
2021-09-02,125.0,Maringá,6.0,115240.0,2919.0,13596.69,14.75,344.4,0.71,2.53,15
2021-09-03,133.0,Maringá,3.0,115373.0,2922.0,13612.39,15.69,344.75,0.35,2.53,15
2021-09-04,96.0,Maringá,3.0,115469.0,2925.0,13623.71,11.33,345.11,0.35,2.53,15
2021-09-05,72.0,Maringá,2.0,115541.0,2927.0,13632.21,8.49,345.34,0.24,2.53,15
2021-09-06,116.0,Maringá,2.0,115657.0,2929.0,13645.89,13.69,345.58,0.24,2.53,15
2021-09-07,91.0,Maringá,2.0,115748.0,2931.0,13656.63,10.74,345.82,0.24,2.53,15
2021-09-08,146.0,Maringá,2.0,115894.0,2933.0,13673.86,17.23,346.05,0.24,2.53,15
2021-09-09,133.0,Maringá,1.0,116027.0,2934.0,13689.55,15.69,346.17,0.12,2.53,15
2021-09-10,163.0,Maringá,2.0,116190.0,2936.0,13708.78,19.23,346.41,0.24,2.53,15
2021-09-11,109.0,Maringá,4.0,116299.0,2940.0,13721.64,12.86,346.88,0.47,2.53,15
2021-09-12,90.0,Maringá,0.0,116389.0,2940.0,13732.26,10.62,346.88,0.0,2.53,15
2021-09-13,165.0,Maringá,3.0,116554.0,2943.0,13751.73,19.47,347.23,0.35,2.53,15
2021-09-14,147.0,Maringá,2.0,116701.0,2945.0,13769.07,17.34,347.47,0.24,2.52,15
2021-09-15,173.0,Maringá,0.0,116874.0,2945.0,13789.48,20.41,347.47,0.0,2.52,15
2021-09-16,163.0,Maringá,2.0,117037.0,2947.0,13808.71,19.23,347.7,0.24,2.52,15
2021-09-17,151.0,Maringá,0.0,117188.0,2947.0,13826.53,17.82,347.7,0.0,2.51,15
2021-09-18,102.0,Maringá,2.0,117290.0,2949.0,13838.56,12.03,347.94,0.24,2.51,15
2021-09-19,84.0,Maringá,1.0,117374.0,2950.0,13848.48,9.91,348.06,0.12,2.51,15
2021-09-20,165.0,Maringá,3.0,117539.0,2953.0,13867.94,19.47,348.41,0.35,2.51,15
2021-09-21,133.0,Maringá,4.0,117672.0,2957.0,13883.64,15.69,348.88,0.47,2.51,15
2021-09-22,138.0,Maringá,1.0,117810.0,2958.0,13899.92,16.28,349.0,0.12,2.51,15
2021-09-23,113.0,Maringá,2.0,117923.0,2960.0,13913.25,13.33,349.24,0.24,2.51,15
2021-09-24,118.0,Maringá,5.0,118041.0,2965.0,13927.17,13.92,349.83,0.59,2.51,15
2021-09-25,79.0,Maringá,4.0,118120.0,2969.0,13936.49,9.32,350.3,0.47,2.51,15
2021-09-26,64.0,Maringá,3.0,118184.0,2972.0,13944.04,7.55,350.65,0.35,2.51,15
2021-09-27,151.0,Maringá,3.0,118335.0,2975.0,13961.86,17.82,351.01,0.35,2.51,15
2021-09-28,177.0,Maringá,1.0,118512.0,2976.0,13982.74,20.88,351.13,0.12,2.51,15
2021-09-29,140.0,Maringá,4.0,118652.0,2980.0,13999.26,16.52,351.6,0.47,2.51,15
2021-09-30,122.0,Maringá,1.0,118774.0,2981.0,14013.66,14.39,351.72,0.12,2.51,15
2021-10-01,152.0,Maringá,2.0,118926.0,2983.0,14031.59,17.93,351.95,0.24,2.51,15
2021-10-02,72.0,Maringá,0.0,118998.0,2983.0,14040.08,8.49,351.95,0.0,2.51,15
2021-10-03,52.0,Maringá,0.0,119050.0,2983.0,14046.22,6.14,351.95,0.0,2.51,15
2021-10-04,150.0,Maringá,2.0,119200.0,2985.0,14063.92,17.7,352.19,0.24,2.5,15
2021-10-05,119.0,Maringá,1.0,119319.0,2986.0,14077.96,14.04,352.31,0.12,2.5,15
2021-10-06,74.0,Maringá,2.0,119393.0,2988.0,14086.69,8.73,352.54,0.24,2.5,15
2021-10-07,84.0,Maringá,0.0,119477.0,2988.0,14096.6,9.91,352.54,0.0,2.5,15
2021-10-08,85.0,Maringá,3.0,119562.0,2991.0,14106.63,10.03,352.9,0.35,2.5,15
2021-10-09,36.0,Maringá,1.0,119598.0,2992.0,14110.88,4.25,353.01,0.12,2.5,15
2021-10-10,23.0,Maringá,3.0,119621.0,2995.0,14113.59,2.71,353.37,0.35,2.5,15
2021-10-11,87.0,Maringá,0.0,119708.0,2995.0,14123.85,10.26,353.37,0.0,2.5,15
2021-10-12,22.0,Maringá,1.0,119730.0,2996.0,14126.45,2.6,353.49,0.12,2.5,15
2021-10-13,87.0,Maringá,1.0,119817.0,2997.0,14136.71,10.26,353.6,0.12,2.5,15
2021-10-14,65.0,Maringá,1.0,119882.0,2998.0,14144.38,7.67,353.72,0.12,2.5,15
2021-10-15,40.0,Maringá,1.0,119922.0,2999.0,14149.1,4.72,353.84,0.12,2.5,15
2021-10-16,39.0,Maringá,1.0,119961.0,3000.0,14153.7,4.6,353.96,0.12,2.5,15
2021-10-17,20.0,Maringá,1.0,119981.0,3001.0,14156.06,2.36,354.08,0.12,2.5,15
2021-10-18,64.0,Maringá,2.0,120045.0,3003.0,14163.62,7.55,354.31,0.24,2.5,15
2021-10-19,28.0,Maringá,0.0,120073.0,3003.0,14166.92,3.3,354.31,0.0,2.5,15
2021-10-20,10.0,Maringá,0.0,120083.0,3003.0,14168.1,1.18,354.31,0.0,2.5,15
2020-03-11,2.0,Metropolitana Curitiba,0.0,2.0,0.0,0.05,0.05,0.0,0.0,0.0,2
2020-03-12,4.0,Metropolitana Curitiba,0.0,6.0,0.0,0.16,0.11,0.0,0.0,0.0,2
2020-03-13,4.0,Metropolitana Curitiba,0.0,10.0,0.0,0.27,0.11,0.0,0.0,0.0,2
2020-03-14,1.0,Metropolitana Curitiba,0.0,11.0,0.0,0.3,0.03,0.0,0.0,0.0,2
2020-03-15,0.0,Metropolitana Curitiba,0.0,11.0,0.0,0.3,0.0,0.0,0.0,0.0,2
2020-03-16,8.0,Metropolitana Curitiba,0.0,19.0,0.0,0.51,0.22,0.0,0.0,0.0,2
2020-03-17,3.0,Metropolitana Curitiba,0.0,22.0,0.0,0.6,0.08,0.0,0.0,0.0,2
2020-03-18,17.0,Metropolitana Curitiba,0.0,39.0,0.0,1.06,0.46,0.0,0.0,0.0,2
2020-03-19,19.0,Metropolitana Curitiba,0.0,58.0,0.0,1.57,0.51,0.0,0.0,0.0,2
2020-03-20,13.0,Metropolitana Curitiba,0.0,71.0,0.0,1.92,0.35,0.0,0.0,0.0,2
2020-03-21,6.0,Metropolitana Curitiba,0.0,77.0,0.0,2.08,0.16,0.0,0.0,0.0,2
2020-03-22,13.0,Metropolitana Curitiba,0.0,90.0,0.0,2.44,0.35,0.0,0.0,0.0,2
2020-03-23,17.0,Metropolitana Curitiba,0.0,107.0,0.0,2.9,0.46,0.0,0.0,0.0,2
2020-03-24,12.0,Metropolitana Curitiba,0.0,119.0,0.0,3.22,0.32,0.0,0.0,0.0,2
2020-03-25,25.0,Metropolitana Curitiba,0.0,144.0,0.0,3.9,0.68,0.0,0.0,0.0,2
2020-03-26,15.0,Metropolitana Curitiba,0.0,159.0,0.0,4.3,0.41,0.0,0.0,0.0,2
2020-03-27,23.0,Metropolitana Curitiba,0.0,182.0,0.0,4.93,0.62,0.0,0.0,0.0,2
2020-03-28,16.0,Metropolitana Curitiba,0.0,198.0,0.0,5.36,0.43,0.0,0.0,0.0,2
2020-03-29,15.0,Metropolitana Curitiba,0.0,213.0,0.0,5.77,0.41,0.0,0.0,0.0,2
2020-03-30,19.0,Metropolitana Curitiba,0.0,232.0,0.0,6.28,0.51,0.0,0.0,0.0,2
2020-03-31,40.0,Metropolitana Curitiba,0.0,272.0,0.0,7.36,1.08,0.0,0.0,0.0,2
2020-04-01,23.0,Metropolitana Curitiba,0.0,295.0,0.0,7.99,0.62,0.0,0.0,0.0,2
2020-04-02,50.0,Metropolitana Curitiba,1.0,345.0,1.0,9.34,1.35,0.03,0.03,0.29,2
2020-04-03,62.0,Metropolitana Curitiba,0.0,407.0,1.0,11.02,1.68,0.03,0.0,0.25,2
2020-04-04,31.0,Metropolitana Curitiba,0.0,438.0,1.0,11.86,0.84,0.03,0.0,0.23,2
2020-04-05,9.0,Metropolitana Curitiba,0.0,447.0,1.0,12.1,0.24,0.03,0.0,0.22,2
2020-04-06,37.0,Metropolitana Curitiba,5.0,484.0,6.0,13.1,1.0,0.16,0.14,1.24,2
2020-04-07,44.0,Metropolitana Curitiba,5.0,528.0,11.0,14.29,1.19,0.3,0.14,2.08,2
2020-04-08,58.0,Metropolitana Curitiba,1.0,586.0,12.0,15.86,1.57,0.32,0.03,2.05,2
2020-04-09,42.0,Metropolitana Curitiba,0.0,628.0,12.0,17.0,1.14,0.32,0.0,1.91,2
2020-04-10,33.0,Metropolitana Curitiba,0.0,661.0,12.0,17.89,0.89,0.32,0.0,1.82,2
2020-04-11,43.0,Metropolitana Curitiba,0.0,704.0,12.0,19.06,1.16,0.32,0.0,1.7,2
2020-04-12,6.0,Metropolitana Curitiba,0.0,710.0,12.0,19.22,0.16,0.32,0.0,1.69,2
2020-04-13,28.0,Metropolitana Curitiba,2.0,738.0,14.0,19.98,0.76,0.38,0.05,1.9,2
2020-04-14,26.0,Metropolitana Curitiba,3.0,764.0,17.0,20.68,0.7,0.46,0.08,2.23,2
2020-04-15,37.0,Metropolitana Curitiba,0.0,801.0,17.0,21.68,1.0,0.46,0.0,2.12,2
2020-04-16,12.0,Metropolitana Curitiba,0.0,813.0,17.0,22.01,0.32,0.46,0.0,2.09,2
2020-04-17,46.0,Metropolitana Curitiba,0.0,859.0,17.0,23.25,1.25,0.46,0.0,1.98,2
2020-04-18,30.0,Metropolitana Curitiba,1.0,889.0,18.0,24.07,0.81,0.49,0.03,2.02,2
2020-04-19,15.0,Metropolitana Curitiba,1.0,904.0,19.0,24.47,0.41,0.51,0.03,2.1,2
2020-04-20,30.0,Metropolitana Curitiba,4.0,934.0,23.0,25.28,0.81,0.62,0.11,2.46,2
2020-04-21,17.0,Metropolitana Curitiba,1.0,951.0,24.0,25.75,0.46,0.65,0.03,2.52,2
2020-04-22,31.0,Metropolitana Curitiba,0.0,982.0,24.0,26.58,0.84,0.65,0.0,2.44,2
2020-04-23,32.0,Metropolitana Curitiba,0.0,1014.0,24.0,27.45,0.87,0.65,0.0,2.37,2
2020-04-24,42.0,Metropolitana Curitiba,1.0,1056.0,25.0,28.59,1.14,0.68,0.03,2.37,2
2020-04-25,15.0,Metropolitana Curitiba,3.0,1071.0,28.0,28.99,0.41,0.76,0.08,2.61,2
2020-04-26,24.0,Metropolitana Curitiba,0.0,1095.0,28.0,29.64,0.65,0.76,0.0,2.56,2
2020-04-27,34.0,Metropolitana Curitiba,3.0,1129.0,31.0,30.56,0.92,0.84,0.08,2.75,2
2020-04-28,42.0,Metropolitana Curitiba,5.0,1171.0,36.0,31.7,1.14,0.97,0.14,3.07,2
2020-04-29,54.0,Metropolitana Curitiba,5.0,1225.0,41.0,33.16,1.46,1.11,0.14,3.35,2
2020-04-30,55.0,Metropolitana Curitiba,0.0,1280.0,41.0,34.65,1.49,1.11,0.0,3.2,2
2020-05-01,43.0,Metropolitana Curitiba,0.0,1323.0,41.0,35.82,1.16,1.11,0.0,3.1,2
2020-05-02,15.0,Metropolitana Curitiba,1.0,1338.0,42.0,36.22,0.41,1.14,0.03,3.14,2
2020-05-03,16.0,Metropolitana Curitiba,3.0,1354.0,45.0,36.66,0.43,1.22,0.08,3.32,2
2020-05-04,36.0,Metropolitana Curitiba,1.0,1390.0,46.0,37.63,0.97,1.25,0.03,3.31,2
2020-05-05,35.0,Metropolitana Curitiba,0.0,1425.0,46.0,38.58,0.95,1.25,0.0,3.23,2
2020-05-06,44.0,Metropolitana Curitiba,2.0,1469.0,48.0,39.77,1.19,1.3,0.05,3.27,2
2020-05-07,58.0,Metropolitana Curitiba,0.0,1527.0,48.0,41.34,1.57,1.3,0.0,3.14,2
2020-05-08,41.0,Metropolitana Curitiba,1.0,1568.0,49.0,42.45,1.11,1.33,0.03,3.12,2
2020-05-09,38.0,Metropolitana Curitiba,1.0,1606.0,50.0,43.48,1.03,1.35,0.03,3.11,2
2020-05-10,13.0,Metropolitana Curitiba,1.0,1619.0,51.0,43.83,0.35,1.38,0.03,3.15,2
2020-05-11,45.0,Metropolitana Curitiba,2.0,1664.0,53.0,45.05,1.22,1.43,0.05,3.19,2
2020-05-12,59.0,Metropolitana Curitiba,3.0,1723.0,56.0,46.64,1.6,1.52,0.08,3.25,2
