"Guabirotuba";"Rendimento Nominal Mensal Médio das Pessoas de 10 Anos ou Mais de Idade - Total (Real)";"1.746,35"
"Guabirotuba";"Rendimento Nominal Mensal Mediano das Pessoas de 10 Anos ou Mais de Idade - Total (Real)";"1.000,00"
"Guabirotuba";"Rendimento Nominal Mensal Médio das Pessoas de 10 Anos ou Mais de Idade - Com Rendimento (Real)";"2.488,20"
"Guabirotuba";"Rendimento Nominal Mensal Mediano das Pessoas de 10 Anos ou Mais de Idade - Com Rendimento  (Real)";"1.500,00"
"Guaí­ra";"Rendimento Nominal Mensal Médio das Pessoas de 10 Anos ou Mais de Idade - Total (Real)";"1.191,34"
"Guaí­ra";"Rendimento Nominal Mensal Mediano das Pessoas de 10 Anos ou Mais de Idade - Total (Real)";"700,00"
"Guaí­ra";"Rendimento Nominal Mensal Médio das Pessoas de 10 Anos ou Mais de Idade - Com Rendimento (Real)";"1.696,24"
"Guaí­ra";"Rendimento Nominal Mensal Mediano das Pessoas de 10 Anos ou Mais de Idade - Com Rendimento  (Real)";"1.021,00"
"Hauer";"Rendimento Nominal Mensal Médio das Pessoas de 10 Anos ou Mais de Idade - Total (Real)";"1.336,02"
"Hauer";"Rendimento Nominal Mensal Mediano das Pessoas de 10 Anos ou Mais de Idade - Total (Real)";"800,00"
"Hauer";"Rendimento Nominal Mensal Médio das Pessoas de 10 Anos ou Mais de Idade - Com Rendimento (Real)";"1.869,35"
"Hauer";"Rendimento Nominal Mensal Mediano das Pessoas de 10 Anos ou Mais de Idade - Com Rendimento  (Real)";"1.200,00"
"Hugo Lange";"Rendimento Nominal Mensal Médio das Pessoas de 10 Anos ou Mais de Idade - Total (Real)";"3.143,61"
"Hugo Lange";"Rendimento Nominal Mensal Mediano das Pessoas de 10 Anos ou Mais de Idade - Total (Real)";"1.500,00"
"Hugo Lange";"Rendimento Nominal Mensal Médio das Pessoas de 10 Anos ou Mais de Idade - Com Rendimento (Real)";"4.391,36"
