sexo,idade,casosAcumulados,obitosAcumulados,localidade,codigo,casosTotal,obitosTotal
f,5-9,15.0,0.0,Carambeí,4104659,3148.0,57.0
f,50-54,114.0,4.0,Carambeí,4104659,3148.0,57.0
f,55-59,102.0,5.0,Carambeí,4104659,3148.0,57.0
f,60-64,69.0,2.0,Carambeí,4104659,3148.0,57.0
f,65-69,37.0,2.0,Carambeí,4104659,3148.0,57.0
f,70-74,28.0,4.0,Carambeí,4104659,3148.0,57.0
f,75-79,18.0,1.0,Carambeí,4104659,3148.0,57.0
f,80+,30.0,6.0,Carambeí,4104659,3148.0,57.0
m,0-4,11.0,0.0,Carambeí,4104659,3148.0,57.0
m,10-14,40.0,0.0,Carambeí,4104659,3148.0,57.0
m,15-19,87.0,0.0,Carambeí,4104659,3148.0,57.0
m,20-24,168.0,0.0,Carambeí,4104659,3148.0,57.0
m,25-29,174.0,0.0,Carambeí,4104659,3148.0,57.0
m,30-34,198.0,1.0,Carambeí,4104659,3148.0,57.0
m,35-39,177.0,0.0,Carambeí,4104659,3148.0,57.0
m,40-44,178.0,1.0,Carambeí,4104659,3148.0,57.0
m,45-49,138.0,3.0,Carambeí,4104659,3148.0,57.0
m,5-9,10.0,0.0,Carambeí,4104659,3148.0,57.0
m,50-54,110.0,4.0,Carambeí,4104659,3148.0,57.0
m,55-59,99.0,5.0,Carambeí,4104659,3148.0,57.0
m,60-64,73.0,3.0,Carambeí,4104659,3148.0,57.0
m,65-69,52.0,3.0,Carambeí,4104659,3148.0,57.0
m,70-74,23.0,1.0,Carambeí,4104659,3148.0,57.0
m,75-79,18.0,4.0,Carambeí,4104659,3148.0,57.0
m,80+,12.0,5.0,Carambeí,4104659,3148.0,57.0
f,0-4,6.0,0.0,Carlópolis,4104709,568.0,23.0
f,10-14,4.0,0.0,Carlópolis,4104709,568.0,23.0
f,15-19,28.0,0.0,Carlópolis,4104709,568.0,23.0
f,20-24,33.0,0.0,Carlópolis,4104709,568.0,23.0
f,25-29,31.0,0.0,Carlópolis,4104709,568.0,23.0
f,30-34,20.0,1.0,Carlópolis,4104709,568.0,23.0
f,35-39,33.0,0.0,Carlópolis,4104709,568.0,23.0
f,40-44,29.0,1.0,Carlópolis,4104709,568.0,23.0
f,45-49,31.0,0.0,Carlópolis,4104709,568.0,23.0
f,5-9,11.0,0.0,Carlópolis,4104709,568.0,23.0
f,50-54,24.0,0.0,Carlópolis,4104709,568.0,23.0
f,55-59,15.0,3.0,Carlópolis,4104709,568.0,23.0
f,60-64,12.0,2.0,Carlópolis,4104709,568.0,23.0
f,65-69,13.0,3.0,Carlópolis,4104709,568.0,23.0
f,70-74,10.0,1.0,Carlópolis,4104709,568.0,23.0
f,75-79,3.0,0.0,Carlópolis,4104709,568.0,23.0
f,80+,3.0,3.0,Carlópolis,4104709,568.0,23.0
m,0-4,7.0,0.0,Carlópolis,4104709,568.0,23.0
m,10-14,4.0,0.0,Carlópolis,4104709,568.0,23.0
m,15-19,17.0,0.0,Carlópolis,4104709,568.0,23.0
m,20-24,27.0,0.0,Carlópolis,4104709,568.0,23.0
m,25-29,34.0,0.0,Carlópolis,4104709,568.0,23.0
m,30-34,25.0,0.0,Carlópolis,4104709,568.0,23.0
m,35-39,24.0,0.0,Carlópolis,4104709,568.0,23.0
m,40-44,23.0,0.0,Carlópolis,4104709,568.0,23.0
m,45-49,15.0,0.0,Carlópolis,4104709,568.0,23.0
m,5-9,5.0,0.0,Carlópolis,4104709,568.0,23.0
m,50-54,25.0,1.0,Carlópolis,4104709,568.0,23.0
m,55-59,11.0,2.0,Carlópolis,4104709,568.0,23.0
m,60-64,15.0,2.0,Carlópolis,4104709,568.0,23.0
m,65-69,9.0,1.0,Carlópolis,4104709,568.0,23.0
m,70-74,10.0,1.0,Carlópolis,4104709,568.0,23.0
m,75-79,6.0,0.0,Carlópolis,4104709,568.0,23.0
m,80+,5.0,2.0,Carlópolis,4104709,568.0,23.0
f,0-4,250.0,1.0,Cascavel,4104808,36257.0,737.0
f,10-14,345.0,0.0,Cascavel,4104808,36257.0,737.0
f,15-19,858.0,1.0,Cascavel,4104808,36257.0,737.0
f,20-24,1930.0,3.0,Cascavel,4104808,36257.0,737.0
f,25-29,2261.0,2.0,Cascavel,4104808,36257.0,737.0
f,30-34,2347.0,7.0,Cascavel,4104808,36257.0,737.0
f,35-39,2235.0,3.0,Cascavel,4104808,36257.0,737.0
f,40-44,2056.0,14.0,Cascavel,4104808,36257.0,737.0
f,45-49,1818.0,7.0,Cascavel,4104808,36257.0,737.0
f,5-9,232.0,0.0,Cascavel,4104808,36257.0,737.0
f,50-54,1609.0,13.0,Cascavel,4104808,36257.0,737.0
f,55-59,1303.0,22.0,Cascavel,4104808,36257.0,737.0
f,60-64,895.0,28.0,Cascavel,4104808,36257.0,737.0
f,65-69,611.0,30.0,Cascavel,4104808,36257.0,737.0
f,70-74,405.0,36.0,Cascavel,4104808,36257.0,737.0
f,75-79,257.0,39.0,Cascavel,4104808,36257.0,737.0
f,80+,322.0,79.0,Cascavel,4104808,36257.0,737.0
m,0-4,292.0,1.0,Cascavel,4104808,36257.0,737.0
m,10-14,311.0,0.0,Cascavel,4104808,36257.0,737.0
m,15-19,757.0,1.0,Cascavel,4104808,36257.0,737.0
m,20-24,1419.0,2.0,Cascavel,4104808,36257.0,737.0
m,25-29,1828.0,3.0,Cascavel,4104808,36257.0,737.0
m,30-34,1870.0,12.0,Cascavel,4104808,36257.0,737.0
m,35-39,1897.0,13.0,Cascavel,4104808,36257.0,737.0
m,40-44,1641.0,11.0,Cascavel,4104808,36257.0,737.0
m,45-49,1515.0,16.0,Cascavel,4104808,36257.0,737.0
m,5-9,227.0,0.0,Cascavel,4104808,36257.0,737.0
m,50-54,1323.0,36.0,Cascavel,4104808,36257.0,737.0
m,55-59,1159.0,49.0,Cascavel,4104808,36257.0,737.0
m,60-64,839.0,57.0,Cascavel,4104808,36257.0,737.0
m,65-69,577.0,66.0,Cascavel,4104808,36257.0,737.0
m,70-74,401.0,60.0,Cascavel,4104808,36257.0,737.0
m,75-79,248.0,52.0,Cascavel,4104808,36257.0,737.0
m,80+,219.0,73.0,Cascavel,4104808,36257.0,737.0
f,0-4,32.0,0.0,Castro,4104907,9943.0,198.0
f,10-14,105.0,0.0,Castro,4104907,9943.0,198.0
f,15-19,289.0,0.0,Castro,4104907,9943.0,198.0
f,20-24,524.0,0.0,Castro,4104907,9943.0,198.0
f,25-29,607.0,2.0,Castro,4104907,9943.0,198.0
f,30-34,581.0,3.0,Castro,4104907,9943.0,198.0
f,35-39,644.0,3.0,Castro,4104907,9943.0,198.0
f,40-44,520.0,4.0,Castro,4104907,9943.0,198.0
f,45-49,490.0,3.0,Castro,4104907,9943.0,198.0
f,5-9,45.0,0.0,Castro,4104907,9943.0,198.0
f,50-54,387.0,8.0,Castro,4104907,9943.0,198.0
f,55-59,328.0,11.0,Castro,4104907,9943.0,198.0
f,60-64,244.0,11.0,Castro,4104907,9943.0,198.0
f,65-69,169.0,10.0,Castro,4104907,9943.0,198.0
f,70-74,110.0,13.0,Castro,4104907,9943.0,198.0
f,75-79,60.0,6.0,Castro,4104907,9943.0,198.0
f,80+,64.0,8.0,Castro,4104907,9943.0,198.0
m,0-4,31.0,0.0,Castro,4104907,9943.0,198.0
m,10-14,99.0,0.0,Castro,4104907,9943.0,198.0
m,15-19,274.0,0.0,Castro,4104907,9943.0,198.0
m,20-24,508.0,0.0,Castro,4104907,9943.0,198.0
m,25-29,524.0,2.0,Castro,4104907,9943.0,198.0
m,30-34,511.0,0.0,Castro,4104907,9943.0,198.0
m,35-39,533.0,2.0,Castro,4104907,9943.0,198.0
m,40-44,480.0,1.0,Castro,4104907,9943.0,198.0
m,45-49,430.0,5.0,Castro,4104907,9943.0,198.0
m,5-9,48.0,0.0,Castro,4104907,9943.0,198.0
m,50-54,359.0,6.0,Castro,4104907,9943.0,198.0
m,55-59,311.0,14.0,Castro,4104907,9943.0,198.0
m,60-64,235.0,19.0,Castro,4104907,9943.0,198.0
m,65-69,176.0,22.0,Castro,4104907,9943.0,198.0
m,70-74,104.0,11.0,Castro,4104907,9943.0,198.0
m,75-79,61.0,14.0,Castro,4104907,9943.0,198.0
m,80+,60.0,20.0,Castro,4104907,9943.0,198.0
f,0-4,4.0,0.0,Catanduvas,4105003,814.0,19.0
f,10-14,14.0,0.0,Catanduvas,4105003,814.0,19.0
f,15-19,20.0,0.0,Catanduvas,4105003,814.0,19.0
f,20-24,38.0,0.0,Catanduvas,4105003,814.0,19.0
f,25-29,45.0,0.0,Catanduvas,4105003,814.0,19.0
f,30-34,29.0,0.0,Catanduvas,4105003,814.0,19.0
f,35-39,32.0,0.0,Catanduvas,4105003,814.0,19.0
f,40-44,61.0,1.0,Catanduvas,4105003,814.0,19.0
f,45-49,51.0,1.0,Catanduvas,4105003,814.0,19.0
f,5-9,5.0,0.0,Catanduvas,4105003,814.0,19.0
f,50-54,37.0,1.0,Catanduvas,4105003,814.0,19.0
f,55-59,21.0,0.0,Catanduvas,4105003,814.0,19.0
f,60-64,14.0,0.0,Catanduvas,4105003,814.0,19.0
f,65-69,13.0,1.0,Catanduvas,4105003,814.0,19.0
f,70-74,15.0,1.0,Catanduvas,4105003,814.0,19.0
f,75-79,9.0,2.0,Catanduvas,4105003,814.0,19.0
f,80+,7.0,1.0,Catanduvas,4105003,814.0,19.0
m,0-4,8.0,0.0,Catanduvas,4105003,814.0,19.0
m,10-14,15.0,0.0,Catanduvas,4105003,814.0,19.0
m,15-19,30.0,0.0,Catanduvas,4105003,814.0,19.0
m,20-24,39.0,0.0,Catanduvas,4105003,814.0,19.0
m,25-29,28.0,0.0,Catanduvas,4105003,814.0,19.0
m,30-34,30.0,1.0,Catanduvas,4105003,814.0,19.0
m,35-39,30.0,0.0,Catanduvas,4105003,814.0,19.0
m,40-44,37.0,0.0,Catanduvas,4105003,814.0,19.0
m,45-49,37.0,0.0,Catanduvas,4105003,814.0,19.0
m,5-9,9.0,0.0,Catanduvas,4105003,814.0,19.0
m,50-54,37.0,2.0,Catanduvas,4105003,814.0,19.0
m,55-59,26.0,1.0,Catanduvas,4105003,814.0,19.0
m,60-64,27.0,0.0,Catanduvas,4105003,814.0,19.0
m,65-69,15.0,0.0,Catanduvas,4105003,814.0,19.0
m,70-74,9.0,1.0,Catanduvas,4105003,814.0,19.0
m,75-79,9.0,2.0,Catanduvas,4105003,814.0,19.0
m,80+,13.0,4.0,Catanduvas,4105003,814.0,19.0
f,0-4,11.0,0.0,Centenário do Sul,4105102,840.0,28.0
f,10-14,10.0,0.0,Centenário do Sul,4105102,840.0,28.0
f,15-19,27.0,0.0,Centenário do Sul,4105102,840.0,28.0
f,20-24,34.0,1.0,Centenário do Sul,4105102,840.0,28.0
f,25-29,54.0,0.0,Centenário do Sul,4105102,840.0,28.0
f,30-34,55.0,0.0,Centenário do Sul,4105102,840.0,28.0
f,35-39,50.0,0.0,Centenário do Sul,4105102,840.0,28.0
f,40-44,48.0,1.0,Centenário do Sul,4105102,840.0,28.0
f,45-49,39.0,1.0,Centenário do Sul,4105102,840.0,28.0
f,5-9,4.0,0.0,Centenário do Sul,4105102,840.0,28.0
f,50-54,39.0,0.0,Centenário do Sul,4105102,840.0,28.0
f,55-59,34.0,0.0,Centenário do Sul,4105102,840.0,28.0
f,60-64,22.0,1.0,Centenário do Sul,4105102,840.0,28.0
f,65-69,21.0,1.0,Centenário do Sul,4105102,840.0,28.0
f,70-74,14.0,4.0,Centenário do Sul,4105102,840.0,28.0
f,75-79,7.0,0.0,Centenário do Sul,4105102,840.0,28.0
f,80+,9.0,2.0,Centenário do Sul,4105102,840.0,28.0
m,0-4,6.0,0.0,Centenário do Sul,4105102,840.0,28.0
m,10-14,10.0,0.0,Centenário do Sul,4105102,840.0,28.0
m,15-19,13.0,0.0,Centenário do Sul,4105102,840.0,28.0
m,20-24,27.0,0.0,Centenário do Sul,4105102,840.0,28.0
m,25-29,38.0,0.0,Centenário do Sul,4105102,840.0,28.0
m,30-34,41.0,0.0,Centenário do Sul,4105102,840.0,28.0
m,35-39,44.0,0.0,Centenário do Sul,4105102,840.0,28.0
m,40-44,30.0,0.0,Centenário do Sul,4105102,840.0,28.0
m,45-49,37.0,1.0,Centenário do Sul,4105102,840.0,28.0
m,5-9,5.0,0.0,Centenário do Sul,4105102,840.0,28.0
m,50-54,31.0,0.0,Centenário do Sul,4105102,840.0,28.0
m,55-59,23.0,1.0,Centenário do Sul,4105102,840.0,28.0
m,60-64,13.0,1.0,Centenário do Sul,4105102,840.0,28.0
m,65-69,18.0,6.0,Centenário do Sul,4105102,840.0,28.0
m,70-74,10.0,4.0,Centenário do Sul,4105102,840.0,28.0
m,75-79,7.0,2.0,Centenário do Sul,4105102,840.0,28.0
m,80+,9.0,2.0,Centenário do Sul,4105102,840.0,28.0
f,0-4,6.0,0.0,Cerro Azul,4105201,1120.0,36.0
f,10-14,8.0,0.0,Cerro Azul,4105201,1120.0,36.0
f,15-19,46.0,0.0,Cerro Azul,4105201,1120.0,36.0
f,20-24,50.0,0.0,Cerro Azul,4105201,1120.0,36.0
f,25-29,51.0,0.0,Cerro Azul,4105201,1120.0,36.0
f,30-34,66.0,0.0,Cerro Azul,4105201,1120.0,36.0
f,35-39,59.0,0.0,Cerro Azul,4105201,1120.0,36.0
f,40-44,72.0,1.0,Cerro Azul,4105201,1120.0,36.0
f,45-49,39.0,0.0,Cerro Azul,4105201,1120.0,36.0
f,5-9,8.0,0.0,Cerro Azul,4105201,1120.0,36.0
f,50-54,49.0,2.0,Cerro Azul,4105201,1120.0,36.0
f,55-59,39.0,2.0,Cerro Azul,4105201,1120.0,36.0
f,60-64,26.0,2.0,Cerro Azul,4105201,1120.0,36.0
f,65-69,22.0,4.0,Cerro Azul,4105201,1120.0,36.0
f,70-74,14.0,0.0,Cerro Azul,4105201,1120.0,36.0
f,75-79,17.0,2.0,Cerro Azul,4105201,1120.0,36.0
f,80+,15.0,1.0,Cerro Azul,4105201,1120.0,36.0
m,0-4,9.0,0.0,Cerro Azul,4105201,1120.0,36.0
m,10-14,17.0,0.0,Cerro Azul,4105201,1120.0,36.0
m,15-19,24.0,0.0,Cerro Azul,4105201,1120.0,36.0
m,20-24,48.0,1.0,Cerro Azul,4105201,1120.0,36.0
m,25-29,46.0,0.0,Cerro Azul,4105201,1120.0,36.0
m,30-34,54.0,1.0,Cerro Azul,4105201,1120.0,36.0
m,35-39,55.0,0.0,Cerro Azul,4105201,1120.0,36.0
m,40-44,50.0,0.0,Cerro Azul,4105201,1120.0,36.0
m,45-49,45.0,0.0,Cerro Azul,4105201,1120.0,36.0
m,5-9,7.0,0.0,Cerro Azul,4105201,1120.0,36.0
m,50-54,43.0,0.0,Cerro Azul,4105201,1120.0,36.0
m,55-59,38.0,2.0,Cerro Azul,4105201,1120.0,36.0
m,60-64,37.0,5.0,Cerro Azul,4105201,1120.0,36.0
m,65-69,22.0,2.0,Cerro Azul,4105201,1120.0,36.0
m,70-74,17.0,5.0,Cerro Azul,4105201,1120.0,36.0
m,75-79,7.0,2.0,Cerro Azul,4105201,1120.0,36.0
m,80+,14.0,4.0,Cerro Azul,4105201,1120.0,36.0
f,0-4,6.0,0.0,Céu Azul,4105300,1150.0,21.0
f,10-14,11.0,0.0,Céu Azul,4105300,1150.0,21.0
f,15-19,35.0,0.0,Céu Azul,4105300,1150.0,21.0
f,20-24,48.0,0.0,Céu Azul,4105300,1150.0,21.0
f,25-29,75.0,0.0,Céu Azul,4105300,1150.0,21.0
f,30-34,75.0,0.0,Céu Azul,4105300,1150.0,21.0
f,35-39,69.0,0.0,Céu Azul,4105300,1150.0,21.0
f,40-44,58.0,2.0,Céu Azul,4105300,1150.0,21.0
f,45-49,55.0,0.0,Céu Azul,4105300,1150.0,21.0
f,5-9,10.0,0.0,Céu Azul,4105300,1150.0,21.0
f,50-54,42.0,0.0,Céu Azul,4105300,1150.0,21.0
f,55-59,34.0,1.0,Céu Azul,4105300,1150.0,21.0
f,60-64,28.0,1.0,Céu Azul,4105300,1150.0,21.0
f,65-69,26.0,1.0,Céu Azul,4105300,1150.0,21.0
f,70-74,17.0,1.0,Céu Azul,4105300,1150.0,21.0
f,75-79,5.0,0.0,Céu Azul,4105300,1150.0,21.0
f,80+,8.0,1.0,Céu Azul,4105300,1150.0,21.0
m,0-4,6.0,0.0,Céu Azul,4105300,1150.0,21.0
m,10-14,12.0,0.0,Céu Azul,4105300,1150.0,21.0
m,15-19,43.0,0.0,Céu Azul,4105300,1150.0,21.0
m,20-24,52.0,0.0,Céu Azul,4105300,1150.0,21.0
m,25-29,66.0,0.0,Céu Azul,4105300,1150.0,21.0
m,30-34,58.0,0.0,Céu Azul,4105300,1150.0,21.0
m,35-39,55.0,1.0,Céu Azul,4105300,1150.0,21.0
m,40-44,46.0,0.0,Céu Azul,4105300,1150.0,21.0
m,45-49,46.0,2.0,Céu Azul,4105300,1150.0,21.0
m,5-9,5.0,0.0,Céu Azul,4105300,1150.0,21.0
m,50-54,56.0,2.0,Céu Azul,4105300,1150.0,21.0
m,55-59,37.0,0.0,Céu Azul,4105300,1150.0,21.0
m,60-64,26.0,2.0,Céu Azul,4105300,1150.0,21.0
m,65-69,16.0,3.0,Céu Azul,4105300,1150.0,21.0
m,70-74,11.0,1.0,Céu Azul,4105300,1150.0,21.0
m,75-79,7.0,2.0,Céu Azul,4105300,1150.0,21.0
m,80+,6.0,1.0,Céu Azul,4105300,1150.0,21.0
f,0-4,14.0,0.0,Chopinzinho,4105409,2241.0,45.0
f,10-14,41.0,0.0,Chopinzinho,4105409,2241.0,45.0
f,15-19,62.0,0.0,Chopinzinho,4105409,2241.0,45.0
f,20-24,116.0,0.0,Chopinzinho,4105409,2241.0,45.0
f,25-29,122.0,0.0,Chopinzinho,4105409,2241.0,45.0
f,30-34,136.0,0.0,Chopinzinho,4105409,2241.0,45.0
f,35-39,108.0,1.0,Chopinzinho,4105409,2241.0,45.0
f,40-44,110.0,0.0,Chopinzinho,4105409,2241.0,45.0
f,45-49,104.0,1.0,Chopinzinho,4105409,2241.0,45.0
f,5-9,9.0,0.0,Chopinzinho,4105409,2241.0,45.0
f,50-54,92.0,0.0,Chopinzinho,4105409,2241.0,45.0
f,55-59,94.0,1.0,Chopinzinho,4105409,2241.0,45.0
f,60-64,68.0,1.0,Chopinzinho,4105409,2241.0,45.0
f,65-69,53.0,3.0,Chopinzinho,4105409,2241.0,45.0
f,70-74,33.0,2.0,Chopinzinho,4105409,2241.0,45.0
f,75-79,23.0,4.0,Chopinzinho,4105409,2241.0,45.0
f,80+,23.0,2.0,Chopinzinho,4105409,2241.0,45.0
m,0-4,26.0,0.0,Chopinzinho,4105409,2241.0,45.0
m,10-14,25.0,0.0,Chopinzinho,4105409,2241.0,45.0
m,15-19,62.0,0.0,Chopinzinho,4105409,2241.0,45.0
m,20-24,102.0,0.0,Chopinzinho,4105409,2241.0,45.0
m,25-29,108.0,0.0,Chopinzinho,4105409,2241.0,45.0
m,30-34,108.0,0.0,Chopinzinho,4105409,2241.0,45.0
m,35-39,95.0,0.0,Chopinzinho,4105409,2241.0,45.0
m,40-44,71.0,0.0,Chopinzinho,4105409,2241.0,45.0
m,45-49,78.0,2.0,Chopinzinho,4105409,2241.0,45.0
m,5-9,19.0,0.0,Chopinzinho,4105409,2241.0,45.0
m,50-54,74.0,2.0,Chopinzinho,4105409,2241.0,45.0
m,55-59,79.0,2.0,Chopinzinho,4105409,2241.0,45.0
m,60-64,52.0,2.0,Chopinzinho,4105409,2241.0,45.0
m,65-69,44.0,9.0,Chopinzinho,4105409,2241.0,45.0
m,70-74,38.0,4.0,Chopinzinho,4105409,2241.0,45.0
m,75-79,32.0,2.0,Chopinzinho,4105409,2241.0,45.0
m,80+,20.0,7.0,Chopinzinho,4105409,2241.0,45.0
f,0-4,64.0,0.0,Cianorte,4105508,6958.0,137.0
f,10-14,97.0,0.0,Cianorte,4105508,6958.0,137.0
f,15-19,189.0,1.0,Cianorte,4105508,6958.0,137.0
f,20-24,378.0,0.0,Cianorte,4105508,6958.0,137.0
f,25-29,394.0,0.0,Cianorte,4105508,6958.0,137.0
f,30-34,434.0,1.0,Cianorte,4105508,6958.0,137.0
f,35-39,405.0,1.0,Cianorte,4105508,6958.0,137.0
f,40-44,352.0,2.0,Cianorte,4105508,6958.0,137.0
f,45-49,338.0,3.0,Cianorte,4105508,6958.0,137.0
f,5-9,47.0,0.0,Cianorte,4105508,6958.0,137.0
f,50-54,291.0,6.0,Cianorte,4105508,6958.0,137.0
f,55-59,212.0,3.0,Cianorte,4105508,6958.0,137.0
f,60-64,169.0,11.0,Cianorte,4105508,6958.0,137.0
f,65-69,107.0,5.0,Cianorte,4105508,6958.0,137.0
f,70-74,80.0,12.0,Cianorte,4105508,6958.0,137.0
f,75-79,36.0,5.0,Cianorte,4105508,6958.0,137.0
f,80+,62.0,15.0,Cianorte,4105508,6958.0,137.0
m,0-4,59.0,0.0,Cianorte,4105508,6958.0,137.0
m,10-14,85.0,0.0,Cianorte,4105508,6958.0,137.0
m,15-19,161.0,0.0,Cianorte,4105508,6958.0,137.0
m,20-24,335.0,0.0,Cianorte,4105508,6958.0,137.0
m,25-29,367.0,2.0,Cianorte,4105508,6958.0,137.0
m,30-34,399.0,0.0,Cianorte,4105508,6958.0,137.0
m,35-39,380.0,2.0,Cianorte,4105508,6958.0,137.0
m,40-44,279.0,4.0,Cianorte,4105508,6958.0,137.0
m,45-49,288.0,6.0,Cianorte,4105508,6958.0,137.0
m,5-9,72.0,0.0,Cianorte,4105508,6958.0,137.0
m,50-54,271.0,5.0,Cianorte,4105508,6958.0,137.0
m,55-59,224.0,6.0,Cianorte,4105508,6958.0,137.0
m,60-64,148.0,8.0,Cianorte,4105508,6958.0,137.0
m,65-69,89.0,5.0,Cianorte,4105508,6958.0,137.0
m,70-74,65.0,11.0,Cianorte,4105508,6958.0,137.0
m,75-79,39.0,6.0,Cianorte,4105508,6958.0,137.0
m,80+,42.0,17.0,Cianorte,4105508,6958.0,137.0
f,0-4,28.0,0.0,Cidade Gaúcha,4105607,1678.0,16.0
f,10-14,26.0,0.0,Cidade Gaúcha,4105607,1678.0,16.0
f,15-19,55.0,0.0,Cidade Gaúcha,4105607,1678.0,16.0
f,20-24,98.0,0.0,Cidade Gaúcha,4105607,1678.0,16.0
f,25-29,100.0,0.0,Cidade Gaúcha,4105607,1678.0,16.0
f,30-34,98.0,0.0,Cidade Gaúcha,4105607,1678.0,16.0
f,35-39,82.0,0.0,Cidade Gaúcha,4105607,1678.0,16.0
f,40-44,85.0,0.0,Cidade Gaúcha,4105607,1678.0,16.0
f,45-49,66.0,0.0,Cidade Gaúcha,4105607,1678.0,16.0
f,5-9,14.0,0.0,Cidade Gaúcha,4105607,1678.0,16.0
f,50-54,56.0,0.0,Cidade Gaúcha,4105607,1678.0,16.0
f,55-59,55.0,1.0,Cidade Gaúcha,4105607,1678.0,16.0
f,60-64,34.0,3.0,Cidade Gaúcha,4105607,1678.0,16.0
f,65-69,12.0,0.0,Cidade Gaúcha,4105607,1678.0,16.0
f,70-74,16.0,1.0,Cidade Gaúcha,4105607,1678.0,16.0
f,75-79,16.0,2.0,Cidade Gaúcha,4105607,1678.0,16.0
f,80+,13.0,1.0,Cidade Gaúcha,4105607,1678.0,16.0
m,0-4,26.0,0.0,Cidade Gaúcha,4105607,1678.0,16.0
m,10-14,24.0,0.0,Cidade Gaúcha,4105607,1678.0,16.0
m,15-19,49.0,0.0,Cidade Gaúcha,4105607,1678.0,16.0
m,20-24,106.0,0.0,Cidade Gaúcha,4105607,1678.0,16.0
m,25-29,103.0,0.0,Cidade Gaúcha,4105607,1678.0,16.0
m,30-34,94.0,0.0,Cidade Gaúcha,4105607,1678.0,16.0
m,35-39,75.0,0.0,Cidade Gaúcha,4105607,1678.0,16.0
m,40-44,89.0,0.0,Cidade Gaúcha,4105607,1678.0,16.0
m,45-49,55.0,1.0,Cidade Gaúcha,4105607,1678.0,16.0
m,5-9,22.0,0.0,Cidade Gaúcha,4105607,1678.0,16.0
m,50-54,62.0,1.0,Cidade Gaúcha,4105607,1678.0,16.0
m,55-59,48.0,0.0,Cidade Gaúcha,4105607,1678.0,16.0
m,60-64,24.0,0.0,Cidade Gaúcha,4105607,1678.0,16.0
m,65-69,20.0,1.0,Cidade Gaúcha,4105607,1678.0,16.0
m,70-74,6.0,1.0,Cidade Gaúcha,4105607,1678.0,16.0
m,75-79,11.0,1.0,Cidade Gaúcha,4105607,1678.0,16.0
m,80+,10.0,3.0,Cidade Gaúcha,4105607,1678.0,16.0
f,0-4,16.0,0.0,Clevelândia,4105706,1741.0,73.0
f,10-14,35.0,1.0,Clevelândia,4105706,1741.0,73.0
f,15-19,52.0,0.0,Clevelândia,4105706,1741.0,73.0
f,20-24,87.0,2.0,Clevelândia,4105706,1741.0,73.0
f,25-29,92.0,0.0,Clevelândia,4105706,1741.0,73.0
f,30-34,92.0,0.0,Clevelândia,4105706,1741.0,73.0
f,35-39,71.0,1.0,Clevelândia,4105706,1741.0,73.0
f,40-44,73.0,0.0,Clevelândia,4105706,1741.0,73.0
f,45-49,79.0,1.0,Clevelândia,4105706,1741.0,73.0
f,5-9,19.0,0.0,Clevelândia,4105706,1741.0,73.0
f,50-54,86.0,2.0,Clevelândia,4105706,1741.0,73.0
f,55-59,57.0,1.0,Clevelândia,4105706,1741.0,73.0
f,60-64,48.0,4.0,Clevelândia,4105706,1741.0,73.0
f,65-69,31.0,4.0,Clevelândia,4105706,1741.0,73.0
f,70-74,22.0,1.0,Clevelândia,4105706,1741.0,73.0
f,75-79,15.0,3.0,Clevelândia,4105706,1741.0,73.0
f,80+,25.0,6.0,Clevelândia,4105706,1741.0,73.0
m,0-4,15.0,0.0,Clevelândia,4105706,1741.0,73.0
m,10-14,23.0,0.0,Clevelândia,4105706,1741.0,73.0
m,15-19,57.0,0.0,Clevelândia,4105706,1741.0,73.0
m,20-24,102.0,0.0,Clevelândia,4105706,1741.0,73.0
m,25-29,80.0,0.0,Clevelândia,4105706,1741.0,73.0
m,30-34,77.0,1.0,Clevelândia,4105706,1741.0,73.0
m,35-39,66.0,2.0,Clevelândia,4105706,1741.0,73.0
m,40-44,66.0,0.0,Clevelândia,4105706,1741.0,73.0
m,45-49,64.0,4.0,Clevelândia,4105706,1741.0,73.0
m,5-9,15.0,0.0,Clevelândia,4105706,1741.0,73.0
m,50-54,62.0,5.0,Clevelândia,4105706,1741.0,73.0
m,55-59,64.0,6.0,Clevelândia,4105706,1741.0,73.0
m,60-64,48.0,7.0,Clevelândia,4105706,1741.0,73.0
m,65-69,39.0,6.0,Clevelândia,4105706,1741.0,73.0
m,70-74,25.0,3.0,Clevelândia,4105706,1741.0,73.0
m,75-79,18.0,4.0,Clevelândia,4105706,1741.0,73.0
m,80+,20.0,9.0,Clevelândia,4105706,1741.0,73.0
f,0-4,140.0,1.0,Colombo,4105805,20060.0,581.0
f,10-14,219.0,0.0,Colombo,4105805,20060.0,581.0
f,15-19,585.0,0.0,Colombo,4105805,20060.0,581.0
f,20-24,1103.0,2.0,Colombo,4105805,20060.0,581.0
f,25-29,1232.0,2.0,Colombo,4105805,20060.0,581.0
f,30-34,1177.0,4.0,Colombo,4105805,20060.0,581.0
f,35-39,1266.0,9.0,Colombo,4105805,20060.0,581.0
f,40-44,1121.0,5.0,Colombo,4105805,20060.0,581.0
f,45-49,994.0,10.0,Colombo,4105805,20060.0,581.0
f,5-9,95.0,0.0,Colombo,4105805,20060.0,581.0
f,50-54,921.0,17.0,Colombo,4105805,20060.0,581.0
f,55-59,743.0,31.0,Colombo,4105805,20060.0,581.0
f,60-64,529.0,36.0,Colombo,4105805,20060.0,581.0
