date,casosNovos,idade,obitosNovos,casosAcumulados,obitosAcumulados,localidade,CFR
2020-12-10,163,20-24,0.0,8915,6.0,Curitiba,0.07
2020-12-11,171,20-24,0.0,9086,6.0,Curitiba,0.07
2020-12-12,149,20-24,0.0,9235,6.0,Curitiba,0.06
2020-12-13,55,20-24,0.0,9290,6.0,Curitiba,0.06
2020-12-14,93,20-24,0.0,9383,6.0,Curitiba,0.06
2020-12-15,93,20-24,0.0,9476,6.0,Curitiba,0.06
2020-12-16,137,20-24,0.0,9613,6.0,Curitiba,0.06
2020-12-17,85,20-24,0.0,9698,6.0,Curitiba,0.06
2020-12-18,79,20-24,1.0,9777,7.0,Curitiba,0.07
2020-12-19,60,20-24,0.0,9837,7.0,Curitiba,0.07
2020-12-20,64,20-24,0.0,9901,7.0,Curitiba,0.07
2020-12-21,133,20-24,0.0,10034,7.0,Curitiba,0.07
2020-12-22,36,20-24,0.0,10070,7.0,Curitiba,0.07
2020-12-23,45,20-24,0.0,10115,7.0,Curitiba,0.07
2020-12-24,0,20-24,0.0,10115,7.0,Curitiba,0.07
2020-12-25,0,20-24,0.0,10115,7.0,Curitiba,0.07
2020-12-26,176,20-24,0.0,10291,7.0,Curitiba,0.07
2020-12-27,0,20-24,0.0,10291,7.0,Curitiba,0.07
2020-12-28,59,20-24,0.0,10350,7.0,Curitiba,0.07
2020-12-29,86,20-24,0.0,10436,7.0,Curitiba,0.07
2020-12-30,83,20-24,0.0,10519,7.0,Curitiba,0.07
2020-12-31,0,20-24,0.0,10519,7.0,Curitiba,0.07
2021-01-01,0,20-24,0.0,10519,7.0,Curitiba,0.07
2021-01-02,138,20-24,0.0,10657,7.0,Curitiba,0.07
2021-01-03,0,20-24,0.0,10657,7.0,Curitiba,0.07
2021-01-04,84,20-24,0.0,10741,7.0,Curitiba,0.07
2021-01-05,81,20-24,0.0,10822,7.0,Curitiba,0.06
2021-01-06,41,20-24,0.0,10863,7.0,Curitiba,0.06
2021-01-07,84,20-24,1.0,10947,8.0,Curitiba,0.07
2021-01-08,92,20-24,0.0,11039,8.0,Curitiba,0.07
2021-01-09,66,20-24,0.0,11105,8.0,Curitiba,0.07
2021-01-10,0,20-24,0.0,11105,8.0,Curitiba,0.07
2021-01-11,124,20-24,0.0,11229,8.0,Curitiba,0.07
2021-01-12,104,20-24,0.0,11333,8.0,Curitiba,0.07
2021-01-13,128,20-24,0.0,11461,8.0,Curitiba,0.07
2021-01-14,74,20-24,0.0,11535,8.0,Curitiba,0.07
2021-01-15,94,20-24,0.0,11629,8.0,Curitiba,0.07
2021-01-16,58,20-24,0.0,11687,8.0,Curitiba,0.07
2021-01-17,1,20-24,0.0,11688,8.0,Curitiba,0.07
2021-01-18,68,20-24,0.0,11756,8.0,Curitiba,0.07
2021-01-19,66,20-24,0.0,11822,8.0,Curitiba,0.07
2021-01-20,63,20-24,0.0,11885,8.0,Curitiba,0.07
2021-01-21,71,20-24,0.0,11956,8.0,Curitiba,0.07
2021-01-22,46,20-24,0.0,12002,8.0,Curitiba,0.07
2021-01-23,41,20-24,0.0,12043,8.0,Curitiba,0.07
2021-01-24,0,20-24,0.0,12043,8.0,Curitiba,0.07
2021-01-25,81,20-24,0.0,12124,8.0,Curitiba,0.07
2021-01-26,1,20-24,0.0,12125,8.0,Curitiba,0.07
2021-01-27,18,20-24,0.0,12143,8.0,Curitiba,0.07
2021-01-28,40,20-24,0.0,12183,8.0,Curitiba,0.07
2021-01-29,74,20-24,0.0,12257,8.0,Curitiba,0.07
2021-01-30,0,20-24,0.0,12257,8.0,Curitiba,0.07
2021-01-31,2,20-24,0.0,12259,8.0,Curitiba,0.07
2021-02-01,88,20-24,0.0,12347,8.0,Curitiba,0.06
2021-02-02,47,20-24,0.0,12394,8.0,Curitiba,0.06
2021-02-03,17,20-24,0.0,12411,8.0,Curitiba,0.06
2021-02-04,50,20-24,0.0,12461,8.0,Curitiba,0.06
2021-02-05,55,20-24,0.0,12516,8.0,Curitiba,0.06
2021-02-06,29,20-24,0.0,12545,8.0,Curitiba,0.06
2021-02-07,0,20-24,0.0,12545,8.0,Curitiba,0.06
2021-02-08,47,20-24,0.0,12592,8.0,Curitiba,0.06
2021-02-09,45,20-24,0.0,12637,8.0,Curitiba,0.06
2021-02-10,45,20-24,0.0,12682,8.0,Curitiba,0.06
2021-02-11,38,20-24,0.0,12720,8.0,Curitiba,0.06
2021-02-12,28,20-24,0.0,12748,8.0,Curitiba,0.06
2021-02-13,8,20-24,0.0,12756,8.0,Curitiba,0.06
2021-02-14,1,20-24,0.0,12757,8.0,Curitiba,0.06
2021-02-15,54,20-24,0.0,12811,8.0,Curitiba,0.06
2021-02-16,9,20-24,0.0,12820,8.0,Curitiba,0.06
2021-02-17,19,20-24,0.0,12839,8.0,Curitiba,0.06
2021-02-18,67,20-24,0.0,12906,8.0,Curitiba,0.06
2021-02-19,66,20-24,0.0,12972,8.0,Curitiba,0.06
2021-02-20,1,20-24,0.0,12973,8.0,Curitiba,0.06
2021-02-21,1,20-24,0.0,12974,8.0,Curitiba,0.06
2021-02-22,178,20-24,0.0,13152,8.0,Curitiba,0.06
2021-02-23,77,20-24,0.0,13229,8.0,Curitiba,0.06
2021-02-24,67,20-24,0.0,13296,8.0,Curitiba,0.06
2021-02-25,114,20-24,0.0,13410,8.0,Curitiba,0.06
2021-02-26,34,20-24,0.0,13444,8.0,Curitiba,0.06
2021-02-27,80,20-24,0.0,13524,8.0,Curitiba,0.06
2021-02-28,0,20-24,1.0,13524,9.0,Curitiba,0.07
2021-03-01,162,20-24,0.0,13686,9.0,Curitiba,0.07
2021-03-02,24,20-24,0.0,13710,9.0,Curitiba,0.07
2021-03-03,111,20-24,0.0,13821,9.0,Curitiba,0.07
2021-03-04,99,20-24,0.0,13920,9.0,Curitiba,0.06
2021-03-05,56,20-24,0.0,13976,9.0,Curitiba,0.06
2021-03-06,60,20-24,0.0,14036,9.0,Curitiba,0.06
2021-03-07,1,20-24,0.0,14037,9.0,Curitiba,0.06
2021-03-08,234,20-24,0.0,14271,9.0,Curitiba,0.06
2021-03-09,13,20-24,0.0,14284,9.0,Curitiba,0.06
2021-03-10,116,20-24,0.0,14400,9.0,Curitiba,0.06
2021-03-11,126,20-24,0.0,14526,9.0,Curitiba,0.06
2021-03-12,142,20-24,1.0,14668,10.0,Curitiba,0.07
2021-03-13,107,20-24,1.0,14775,11.0,Curitiba,0.07
2021-03-14,0,20-24,0.0,14775,11.0,Curitiba,0.07
2021-03-15,193,20-24,0.0,14968,11.0,Curitiba,0.07
2021-03-16,73,20-24,0.0,15041,11.0,Curitiba,0.07
2021-03-17,96,20-24,0.0,15137,11.0,Curitiba,0.07
2021-03-18,162,20-24,0.0,15299,11.0,Curitiba,0.07
2021-03-19,140,20-24,1.0,15439,12.0,Curitiba,0.08
2021-03-20,16,20-24,0.0,15455,12.0,Curitiba,0.08
2021-03-21,1,20-24,0.0,15456,12.0,Curitiba,0.08
2021-03-22,211,20-24,0.0,15667,12.0,Curitiba,0.08
2021-03-23,96,20-24,0.0,15763,12.0,Curitiba,0.08
2021-03-24,57,20-24,0.0,15820,12.0,Curitiba,0.08
2021-03-25,106,20-24,0.0,15926,12.0,Curitiba,0.08
2021-03-26,79,20-24,0.0,16005,12.0,Curitiba,0.07
2021-03-27,108,20-24,0.0,16113,12.0,Curitiba,0.07
2021-03-28,0,20-24,1.0,16113,13.0,Curitiba,0.08
2021-03-29,112,20-24,0.0,16225,13.0,Curitiba,0.08
2021-03-30,131,20-24,0.0,16356,13.0,Curitiba,0.08
2021-03-31,44,20-24,0.0,16400,13.0,Curitiba,0.08
2021-04-01,64,20-24,0.0,16464,13.0,Curitiba,0.08
2021-04-02,71,20-24,0.0,16535,13.0,Curitiba,0.08
2021-04-03,28,20-24,0.0,16563,13.0,Curitiba,0.08
2021-04-04,1,20-24,0.0,16564,13.0,Curitiba,0.08
2021-04-05,115,20-24,1.0,16679,14.0,Curitiba,0.08
2021-04-06,56,20-24,0.0,16735,14.0,Curitiba,0.08
2021-04-07,72,20-24,0.0,16807,14.0,Curitiba,0.08
2021-04-08,54,20-24,0.0,16861,14.0,Curitiba,0.08
2021-04-09,101,20-24,0.0,16962,14.0,Curitiba,0.08
2021-04-10,0,20-24,0.0,16962,14.0,Curitiba,0.08
2021-04-11,1,20-24,0.0,16963,14.0,Curitiba,0.08
2021-04-12,118,20-24,0.0,17081,14.0,Curitiba,0.08
2021-04-13,42,20-24,0.0,17123,14.0,Curitiba,0.08
2021-04-14,38,20-24,0.0,17161,14.0,Curitiba,0.08
2021-04-15,47,20-24,0.0,17208,14.0,Curitiba,0.08
2021-04-16,38,20-24,0.0,17246,14.0,Curitiba,0.08
2021-04-17,80,20-24,0.0,17326,14.0,Curitiba,0.08
2021-04-18,36,20-24,0.0,17362,14.0,Curitiba,0.08
2021-04-19,86,20-24,0.0,17448,14.0,Curitiba,0.08
2021-04-20,61,20-24,0.0,17509,14.0,Curitiba,0.08
2021-04-21,5,20-24,0.0,17514,14.0,Curitiba,0.08
2021-04-22,63,20-24,0.0,17577,14.0,Curitiba,0.08
2021-04-23,32,20-24,0.0,17609,14.0,Curitiba,0.08
2021-04-24,68,20-24,0.0,17677,14.0,Curitiba,0.08
2021-04-25,57,20-24,0.0,17734,14.0,Curitiba,0.08
2021-04-26,19,20-24,0.0,17753,14.0,Curitiba,0.08
2021-04-27,43,20-24,0.0,17796,14.0,Curitiba,0.08
2021-04-28,36,20-24,0.0,17832,14.0,Curitiba,0.08
2021-04-29,73,20-24,0.0,17905,14.0,Curitiba,0.08
2021-04-30,98,20-24,0.0,18003,14.0,Curitiba,0.08
2021-05-01,35,20-24,0.0,18038,14.0,Curitiba,0.08
2021-05-02,38,20-24,0.0,18076,14.0,Curitiba,0.08
2021-05-03,22,20-24,0.0,18098,14.0,Curitiba,0.08
2021-05-04,49,20-24,0.0,18147,14.0,Curitiba,0.08
2021-05-05,17,20-24,0.0,18164,14.0,Curitiba,0.08
2021-05-06,82,20-24,0.0,18246,14.0,Curitiba,0.08
2021-05-07,105,20-24,0.0,18351,14.0,Curitiba,0.08
2021-05-08,59,20-24,0.0,18410,14.0,Curitiba,0.08
2021-05-09,56,20-24,0.0,18466,14.0,Curitiba,0.08
2021-05-10,26,20-24,0.0,18492,14.0,Curitiba,0.08
2021-05-11,56,20-24,0.0,18548,14.0,Curitiba,0.08
2021-05-12,39,20-24,0.0,18587,14.0,Curitiba,0.08
2021-05-13,99,20-24,0.0,18686,14.0,Curitiba,0.07
2021-05-14,68,20-24,0.0,18754,14.0,Curitiba,0.07
2021-05-15,128,20-24,0.0,18882,14.0,Curitiba,0.07
2021-05-16,72,20-24,0.0,18954,14.0,Curitiba,0.07
2021-05-17,38,20-24,1.0,18992,15.0,Curitiba,0.08
2021-05-18,87,20-24,0.0,19079,15.0,Curitiba,0.08
2021-05-19,60,20-24,1.0,19139,16.0,Curitiba,0.08
2021-05-20,120,20-24,0.0,19259,16.0,Curitiba,0.08
2021-05-21,177,20-24,0.0,19436,16.0,Curitiba,0.08
2021-05-22,91,20-24,0.0,19527,16.0,Curitiba,0.08
2021-05-23,81,20-24,0.0,19608,16.0,Curitiba,0.08
2021-05-24,40,20-24,0.0,19648,16.0,Curitiba,0.08
2021-05-25,61,20-24,0.0,19709,16.0,Curitiba,0.08
2021-05-26,81,20-24,1.0,19790,17.0,Curitiba,0.09
2021-05-27,106,20-24,0.0,19896,17.0,Curitiba,0.09
2021-05-28,46,20-24,0.0,19942,17.0,Curitiba,0.09
2021-05-29,111,20-24,0.0,20053,17.0,Curitiba,0.08
2021-05-30,23,20-24,0.0,20076,17.0,Curitiba,0.08
2021-05-31,95,20-24,0.0,20171,17.0,Curitiba,0.08
2021-06-01,0,20-24,0.0,20171,17.0,Curitiba,0.08
2020-03-12,1,25-29,0.0,1,0.0,Curitiba,0.0
2020-03-13,2,25-29,0.0,3,0.0,Curitiba,0.0
2020-03-14,0,25-29,0.0,3,0.0,Curitiba,0.0
2020-03-15,1,25-29,0.0,4,0.0,Curitiba,0.0
2020-03-16,1,25-29,0.0,5,0.0,Curitiba,0.0
2020-03-17,1,25-29,0.0,6,0.0,Curitiba,0.0
2020-03-18,1,25-29,0.0,7,0.0,Curitiba,0.0
2020-03-19,0,25-29,0.0,7,0.0,Curitiba,0.0
2020-03-20,1,25-29,0.0,8,0.0,Curitiba,0.0
2020-03-21,1,25-29,0.0,9,0.0,Curitiba,0.0
2020-03-22,0,25-29,0.0,9,0.0,Curitiba,0.0
2020-03-23,2,25-29,0.0,11,0.0,Curitiba,0.0
2020-03-24,2,25-29,0.0,13,0.0,Curitiba,0.0
2020-03-25,0,25-29,0.0,13,0.0,Curitiba,0.0
2020-03-26,0,25-29,0.0,13,0.0,Curitiba,0.0
2020-03-27,0,25-29,0.0,13,0.0,Curitiba,0.0
2020-03-28,0,25-29,0.0,13,0.0,Curitiba,0.0
2020-03-29,0,25-29,0.0,13,0.0,Curitiba,0.0
2020-03-30,2,25-29,0.0,15,0.0,Curitiba,0.0
2020-03-31,1,25-29,0.0,16,0.0,Curitiba,0.0
2020-04-01,3,25-29,0.0,19,0.0,Curitiba,0.0
2020-04-02,1,25-29,0.0,20,0.0,Curitiba,0.0
2020-04-03,0,25-29,0.0,20,0.0,Curitiba,0.0
2020-04-04,1,25-29,0.0,21,0.0,Curitiba,0.0
2020-04-05,0,25-29,0.0,21,0.0,Curitiba,0.0
2020-04-06,2,25-29,0.0,23,0.0,Curitiba,0.0
2020-04-07,5,25-29,0.0,28,0.0,Curitiba,0.0
2020-04-08,2,25-29,0.0,30,0.0,Curitiba,0.0
2020-04-09,5,25-29,0.0,35,0.0,Curitiba,0.0
2020-04-10,1,25-29,0.0,36,0.0,Curitiba,0.0
2020-04-11,1,25-29,0.0,37,0.0,Curitiba,0.0
2020-04-12,0,25-29,0.0,37,0.0,Curitiba,0.0
2020-04-13,0,25-29,0.0,37,0.0,Curitiba,0.0
2020-04-14,1,25-29,0.0,38,0.0,Curitiba,0.0
2020-04-15,1,25-29,0.0,39,0.0,Curitiba,0.0
2020-04-16,0,25-29,0.0,39,0.0,Curitiba,0.0
2020-04-17,1,25-29,0.0,40,0.0,Curitiba,0.0
2020-04-18,2,25-29,0.0,42,0.0,Curitiba,0.0
2020-04-19,0,25-29,0.0,42,0.0,Curitiba,0.0
2020-04-20,3,25-29,0.0,45,0.0,Curitiba,0.0
2020-04-21,1,25-29,0.0,46,0.0,Curitiba,0.0
2020-04-22,3,25-29,0.0,49,0.0,Curitiba,0.0
2020-04-23,1,25-29,0.0,50,0.0,Curitiba,0.0
2020-04-24,0,25-29,0.0,50,0.0,Curitiba,0.0
2020-04-25,2,25-29,0.0,52,0.0,Curitiba,0.0
2020-04-26,1,25-29,0.0,53,0.0,Curitiba,0.0
2020-04-27,0,25-29,0.0,53,0.0,Curitiba,0.0
2020-04-28,4,25-29,0.0,57,0.0,Curitiba,0.0
2020-04-29,4,25-29,0.0,61,0.0,Curitiba,0.0
2020-04-30,0,25-29,0.0,61,0.0,Curitiba,0.0
2020-05-01,1,25-29,0.0,62,0.0,Curitiba,0.0
2020-05-02,0,25-29,0.0,62,0.0,Curitiba,0.0
2020-05-03,0,25-29,0.0,62,0.0,Curitiba,0.0
2020-05-04,0,25-29,0.0,62,0.0,Curitiba,0.0
2020-05-05,3,25-29,0.0,65,0.0,Curitiba,0.0
2020-05-06,1,25-29,0.0,66,0.0,Curitiba,0.0
2020-05-07,0,25-29,0.0,66,0.0,Curitiba,0.0
2020-05-08,3,25-29,0.0,69,0.0,Curitiba,0.0
2020-05-09,2,25-29,0.0,71,0.0,Curitiba,0.0
2020-05-10,1,25-29,0.0,72,0.0,Curitiba,0.0
2020-05-11,0,25-29,0.0,72,0.0,Curitiba,0.0
2020-05-12,2,25-29,0.0,74,0.0,Curitiba,0.0
2020-05-13,1,25-29,0.0,75,0.0,Curitiba,0.0
2020-05-14,2,25-29,0.0,77,0.0,Curitiba,0.0
2020-05-15,0,25-29,0.0,77,0.0,Curitiba,0.0
2020-05-16,1,25-29,0.0,78,0.0,Curitiba,0.0
2020-05-17,0,25-29,0.0,78,0.0,Curitiba,0.0
2020-05-18,0,25-29,0.0,78,0.0,Curitiba,0.0
2020-05-19,0,25-29,0.0,78,0.0,Curitiba,0.0
2020-05-20,3,25-29,0.0,81,0.0,Curitiba,0.0
2020-05-21,1,25-29,0.0,82,0.0,Curitiba,0.0
2020-05-22,4,25-29,0.0,86,0.0,Curitiba,0.0
2020-05-23,2,25-29,0.0,88,0.0,Curitiba,0.0
2020-05-24,1,25-29,0.0,89,0.0,Curitiba,0.0
2020-05-25,4,25-29,0.0,93,0.0,Curitiba,0.0
2020-05-26,1,25-29,0.0,94,0.0,Curitiba,0.0
2020-05-27,2,25-29,0.0,96,0.0,Curitiba,0.0
2020-05-28,2,25-29,0.0,98,0.0,Curitiba,0.0
2020-05-29,1,25-29,0.0,99,0.0,Curitiba,0.0
2020-05-30,0,25-29,0.0,99,0.0,Curitiba,0.0
2020-05-31,0,25-29,0.0,99,0.0,Curitiba,0.0
2020-06-01,7,25-29,0.0,106,0.0,Curitiba,0.0
2020-06-02,7,25-29,0.0,113,0.0,Curitiba,0.0
2020-06-03,6,25-29,0.0,119,0.0,Curitiba,0.0
2020-06-04,3,25-29,0.0,122,0.0,Curitiba,0.0
2020-06-05,6,25-29,0.0,128,0.0,Curitiba,0.0
2020-06-06,3,25-29,0.0,131,0.0,Curitiba,0.0
2020-06-07,0,25-29,0.0,131,0.0,Curitiba,0.0
2020-06-08,3,25-29,0.0,134,0.0,Curitiba,0.0
2020-06-09,4,25-29,0.0,138,0.0,Curitiba,0.0
2020-06-10,3,25-29,0.0,141,0.0,Curitiba,0.0
2020-06-11,9,25-29,0.0,150,0.0,Curitiba,0.0
2020-06-12,17,25-29,0.0,167,0.0,Curitiba,0.0
2020-06-13,1,25-29,0.0,168,0.0,Curitiba,0.0
2020-06-14,2,25-29,0.0,170,0.0,Curitiba,0.0
2020-06-15,8,25-29,0.0,178,0.0,Curitiba,0.0
2020-06-16,55,25-29,0.0,233,0.0,Curitiba,0.0
2020-06-17,11,25-29,0.0,244,0.0,Curitiba,0.0
2020-06-18,14,25-29,0.0,258,0.0,Curitiba,0.0
2020-06-19,20,25-29,0.0,278,0.0,Curitiba,0.0
2020-06-20,2,25-29,0.0,280,0.0,Curitiba,0.0
2020-06-21,1,25-29,0.0,281,0.0,Curitiba,0.0
2020-06-22,39,25-29,0.0,320,0.0,Curitiba,0.0
2020-06-23,23,25-29,0.0,343,0.0,Curitiba,0.0
2020-06-24,31,25-29,0.0,374,0.0,Curitiba,0.0
2020-06-25,23,25-29,0.0,397,0.0,Curitiba,0.0
2020-06-26,26,25-29,0.0,423,0.0,Curitiba,0.0
2020-06-27,1,25-29,0.0,424,0.0,Curitiba,0.0
2020-06-28,5,25-29,0.0,429,0.0,Curitiba,0.0
2020-06-29,67,25-29,0.0,496,0.0,Curitiba,0.0
2020-06-30,42,25-29,0.0,538,0.0,Curitiba,0.0
2020-07-01,35,25-29,0.0,573,0.0,Curitiba,0.0
2020-07-02,44,25-29,0.0,617,0.0,Curitiba,0.0
2020-07-03,45,25-29,0.0,662,0.0,Curitiba,0.0
2020-07-04,1,25-29,1.0,663,1.0,Curitiba,0.15
2020-07-05,4,25-29,0.0,667,1.0,Curitiba,0.15
2020-07-06,128,25-29,0.0,795,1.0,Curitiba,0.13
2020-07-07,44,25-29,0.0,839,1.0,Curitiba,0.12
2020-07-08,52,25-29,0.0,891,1.0,Curitiba,0.11
2020-07-09,63,25-29,0.0,954,1.0,Curitiba,0.1
2020-07-10,75,25-29,0.0,1029,1.0,Curitiba,0.1
2020-07-11,3,25-29,0.0,1032,1.0,Curitiba,0.1
2020-07-12,2,25-29,0.0,1034,1.0,Curitiba,0.1
2020-07-13,108,25-29,0.0,1142,1.0,Curitiba,0.09
2020-07-14,48,25-29,0.0,1190,1.0,Curitiba,0.08
2020-07-15,67,25-29,0.0,1257,1.0,Curitiba,0.08
2020-07-16,67,25-29,0.0,1324,1.0,Curitiba,0.08
2020-07-17,73,25-29,0.0,1397,1.0,Curitiba,0.07
2020-07-18,1,25-29,0.0,1398,1.0,Curitiba,0.07
2020-07-19,0,25-29,0.0,1398,1.0,Curitiba,0.07
2020-07-20,103,25-29,0.0,1501,1.0,Curitiba,0.07
2020-07-21,32,25-29,0.0,1533,1.0,Curitiba,0.07
2020-07-22,85,25-29,0.0,1618,1.0,Curitiba,0.06
2020-07-23,83,25-29,0.0,1701,1.0,Curitiba,0.06
2020-07-24,54,25-29,1.0,1755,2.0,Curitiba,0.11
2020-07-25,2,25-29,1.0,1757,3.0,Curitiba,0.17
2020-07-26,60,25-29,0.0,1817,3.0,Curitiba,0.17
2020-07-27,65,25-29,0.0,1882,3.0,Curitiba,0.16
2020-07-28,49,25-29,0.0,1931,3.0,Curitiba,0.16
2020-07-29,36,25-29,0.0,1967,3.0,Curitiba,0.15
2020-07-30,50,25-29,0.0,2017,3.0,Curitiba,0.15
2020-07-31,179,25-29,0.0,2196,3.0,Curitiba,0.14
2020-08-01,0,25-29,0.0,2196,3.0,Curitiba,0.14
2020-08-02,1,25-29,0.0,2197,3.0,Curitiba,0.14
2020-08-03,114,25-29,0.0,2311,3.0,Curitiba,0.13
2020-08-04,41,25-29,0.0,2352,3.0,Curitiba,0.13
2020-08-05,67,25-29,0.0,2419,3.0,Curitiba,0.12
2020-08-06,62,25-29,0.0,2481,3.0,Curitiba,0.12
2020-08-07,36,25-29,0.0,2517,3.0,Curitiba,0.12
2020-08-08,3,25-29,0.0,2520,3.0,Curitiba,0.12
2020-08-09,1,25-29,0.0,2521,3.0,Curitiba,0.12
2020-08-10,89,25-29,0.0,2610,3.0,Curitiba,0.11
2020-08-11,39,25-29,0.0,2649,3.0,Curitiba,0.11
2020-08-12,76,25-29,0.0,2725,3.0,Curitiba,0.11
2020-08-13,35,25-29,0.0,2760,3.0,Curitiba,0.11
2020-08-14,49,25-29,0.0,2809,3.0,Curitiba,0.11
2020-08-15,0,25-29,0.0,2809,3.0,Curitiba,0.11
2020-08-16,0,25-29,0.0,2809,3.0,Curitiba,0.11
2020-08-17,109,25-29,0.0,2918,3.0,Curitiba,0.1
2020-08-18,23,25-29,0.0,2941,3.0,Curitiba,0.1
2020-08-19,66,25-29,0.0,3007,3.0,Curitiba,0.1
2020-08-20,51,25-29,0.0,3058,3.0,Curitiba,0.1
2020-08-21,35,25-29,0.0,3093,3.0,Curitiba,0.1
2020-08-22,59,25-29,0.0,3152,3.0,Curitiba,0.1
2020-08-23,1,25-29,0.0,3153,3.0,Curitiba,0.1
2020-08-24,19,25-29,0.0,3172,3.0,Curitiba,0.09
2020-08-25,16,25-29,0.0,3188,3.0,Curitiba,0.09
2020-08-26,61,25-29,0.0,3249,3.0,Curitiba,0.09
2020-08-27,50,25-29,0.0,3299,3.0,Curitiba,0.09
2020-08-28,53,25-29,0.0,3352,3.0,Curitiba,0.09
2020-08-29,0,25-29,0.0,3352,3.0,Curitiba,0.09
2020-08-30,3,25-29,0.0,3355,3.0,Curitiba,0.09
2020-08-31,112,25-29,0.0,3467,3.0,Curitiba,0.09
2020-09-01,21,25-29,0.0,3488,3.0,Curitiba,0.09
2020-09-02,68,25-29,0.0,3556,3.0,Curitiba,0.08
2020-09-03,82,25-29,0.0,3638,3.0,Curitiba,0.08
2020-09-04,14,25-29,0.0,3652,3.0,Curitiba,0.08
2020-09-05,2,25-29,0.0,3654,3.0,Curitiba,0.08
2020-09-06,85,25-29,0.0,3739,3.0,Curitiba,0.08
2020-09-07,16,25-29,0.0,3755,3.0,Curitiba,0.08
2020-09-08,31,25-29,0.0,3786,3.0,Curitiba,0.08
2020-09-09,30,25-29,0.0,3816,3.0,Curitiba,0.08
2020-09-10,53,25-29,0.0,3869,3.0,Curitiba,0.08
2020-09-11,52,25-29,0.0,3921,3.0,Curitiba,0.08
2020-09-12,51,25-29,0.0,3972,3.0,Curitiba,0.08
2020-09-13,22,25-29,0.0,3994,3.0,Curitiba,0.08
2020-09-14,43,25-29,0.0,4037,3.0,Curitiba,0.07
2020-09-15,44,25-29,0.0,4081,3.0,Curitiba,0.07
2020-09-16,29,25-29,0.0,4110,3.0,Curitiba,0.07
2020-09-17,53,25-29,0.0,4163,3.0,Curitiba,0.07
2020-09-18,28,25-29,0.0,4191,3.0,Curitiba,0.07
2020-09-19,51,25-29,0.0,4242,3.0,Curitiba,0.07
2020-09-20,14,25-29,0.0,4256,3.0,Curitiba,0.07
2020-09-21,36,25-29,0.0,4292,3.0,Curitiba,0.07
2020-09-22,20,25-29,0.0,4312,3.0,Curitiba,0.07
2020-09-23,49,25-29,0.0,4361,3.0,Curitiba,0.07
2020-09-24,57,25-29,1.0,4418,4.0,Curitiba,0.09
2020-09-25,43,25-29,0.0,4461,4.0,Curitiba,0.09
2020-09-26,48,25-29,0.0,4509,4.0,Curitiba,0.09
2020-09-27,0,25-29,0.0,4509,4.0,Curitiba,0.09
2020-09-28,38,25-29,0.0,4547,4.0,Curitiba,0.09
2020-09-29,23,25-29,0.0,4570,4.0,Curitiba,0.09
2020-09-30,30,25-29,0.0,4600,4.0,Curitiba,0.09
2020-10-01,48,25-29,0.0,4648,4.0,Curitiba,0.09
2020-10-02,31,25-29,0.0,4679,4.0,Curitiba,0.09
2020-10-03,11,25-29,0.0,4690,4.0,Curitiba,0.09
2020-10-04,1,25-29,0.0,4691,4.0,Curitiba,0.09
2020-10-05,48,25-29,0.0,4739,4.0,Curitiba,0.08
2020-10-06,31,25-29,1.0,4770,5.0,Curitiba,0.1
2020-10-07,44,25-29,0.0,4814,5.0,Curitiba,0.1
2020-10-08,32,25-29,1.0,4846,6.0,Curitiba,0.12
2020-10-09,45,25-29,0.0,4891,6.0,Curitiba,0.12
2020-10-10,35,25-29,0.0,4926,6.0,Curitiba,0.12
2020-10-11,0,25-29,0.0,4926,6.0,Curitiba,0.12
2020-10-12,19,25-29,0.0,4945,6.0,Curitiba,0.12
2020-10-13,33,25-29,0.0,4978,6.0,Curitiba,0.12
2020-10-14,26,25-29,0.0,5004,6.0,Curitiba,0.12
2020-10-15,46,25-29,0.0,5050,6.0,Curitiba,0.12
2020-10-16,44,25-29,0.0,5094,6.0,Curitiba,0.12
2020-10-17,35,25-29,0.0,5129,6.0,Curitiba,0.12
2020-10-18,0,25-29,0.0,5129,6.0,Curitiba,0.12
2020-10-19,24,25-29,0.0,5153,6.0,Curitiba,0.12
2020-10-20,31,25-29,0.0,5184,6.0,Curitiba,0.12
2020-10-21,19,25-29,0.0,5203,6.0,Curitiba,0.12
2020-10-22,45,25-29,0.0,5248,6.0,Curitiba,0.11
2020-10-23,37,25-29,0.0,5285,6.0,Curitiba,0.11
2020-10-24,54,25-29,0.0,5339,6.0,Curitiba,0.11
2020-10-25,1,25-29,1.0,5340,7.0,Curitiba,0.13
2020-10-26,21,25-29,0.0,5361,7.0,Curitiba,0.13
2020-10-27,38,25-29,0.0,5399,7.0,Curitiba,0.13
2020-10-28,56,25-29,0.0,5455,7.0,Curitiba,0.13
2020-10-29,31,25-29,0.0,5486,7.0,Curitiba,0.13
2020-10-30,62,25-29,0.0,5548,7.0,Curitiba,0.13
2020-10-31,54,25-29,0.0,5602,7.0,Curitiba,0.12
2020-11-01,0,25-29,0.0,5602,7.0,Curitiba,0.12
2020-11-02,66,25-29,0.0,5668,7.0,Curitiba,0.12
2020-11-03,29,25-29,1.0,5697,8.0,Curitiba,0.14
2020-11-04,36,25-29,0.0,5733,8.0,Curitiba,0.14
2020-11-05,59,25-29,0.0,5792,8.0,Curitiba,0.14
2020-11-06,49,25-29,0.0,5841,8.0,Curitiba,0.14
