date,vacinas_parcialNovas,localidade,vacinas_completasNovas,vacinas_parcialAcumulados,vacinas_completasAcumulados,vacinas_parcialNovas_100k,vacinas_parcialAcumulados_100k,vacinas_completasNovas_100k,vacinas_completasAcumulados_100k,codigo
2021-09-15,1.0,Abatiá,0.0,1.0,0.0,13.5,13.5,0.0,0.0,4100103
2021-09-16,0.0,Abatiá,0.0,1.0,0.0,0.0,13.5,0.0,0.0,4100103
2021-09-17,0.0,Abatiá,0.0,1.0,0.0,0.0,13.5,0.0,0.0,4100103
2021-09-18,0.0,Abatiá,0.0,1.0,0.0,0.0,13.5,0.0,0.0,4100103
2021-09-19,0.0,Abatiá,0.0,1.0,0.0,0.0,13.5,0.0,0.0,4100103
2021-09-20,0.0,Abatiá,0.0,1.0,0.0,0.0,13.5,0.0,0.0,4100103
2021-09-21,0.0,Abatiá,0.0,1.0,0.0,0.0,13.5,0.0,0.0,4100103
2021-09-22,0.0,Abatiá,0.0,1.0,0.0,0.0,13.5,0.0,0.0,4100103
2021-09-23,0.0,Abatiá,0.0,1.0,0.0,0.0,13.5,0.0,0.0,4100103
2021-09-24,0.0,Abatiá,0.0,1.0,0.0,0.0,13.5,0.0,0.0,4100103
2021-09-25,0.0,Abatiá,0.0,1.0,0.0,0.0,13.5,0.0,0.0,4100103
2021-09-26,0.0,Abatiá,0.0,1.0,0.0,0.0,13.5,0.0,0.0,4100103
2021-09-27,0.0,Abatiá,0.0,1.0,0.0,0.0,13.5,0.0,0.0,4100103
2021-09-28,0.0,Abatiá,0.0,1.0,0.0,0.0,13.5,0.0,0.0,4100103
2021-09-29,0.0,Abatiá,0.0,1.0,0.0,0.0,13.5,0.0,0.0,4100103
2021-09-30,0.0,Abatiá,0.0,1.0,0.0,0.0,13.5,0.0,0.0,4100103
2021-10-01,0.0,Abatiá,0.0,1.0,0.0,0.0,13.5,0.0,0.0,4100103
2021-10-02,0.0,Abatiá,0.0,1.0,0.0,0.0,13.5,0.0,0.0,4100103
2021-10-03,0.0,Abatiá,0.0,1.0,0.0,0.0,13.5,0.0,0.0,4100103
2021-10-04,0.0,Abatiá,0.0,1.0,0.0,0.0,13.5,0.0,0.0,4100103
2021-10-05,0.0,Abatiá,0.0,1.0,0.0,0.0,13.5,0.0,0.0,4100103
2021-10-06,0.0,Abatiá,0.0,1.0,0.0,0.0,13.5,0.0,0.0,4100103
2021-10-07,0.0,Abatiá,0.0,1.0,0.0,0.0,13.5,0.0,0.0,4100103
2021-10-08,0.0,Abatiá,0.0,1.0,0.0,0.0,13.5,0.0,0.0,4100103
2021-10-09,0.0,Abatiá,0.0,1.0,0.0,0.0,13.5,0.0,0.0,4100103
2021-10-10,0.0,Abatiá,0.0,1.0,0.0,0.0,13.5,0.0,0.0,4100103
2021-10-11,0.0,Abatiá,0.0,1.0,0.0,0.0,13.5,0.0,0.0,4100103
2021-10-12,0.0,Abatiá,0.0,1.0,0.0,0.0,13.5,0.0,0.0,4100103
2021-10-13,0.0,Abatiá,0.0,1.0,0.0,0.0,13.5,0.0,0.0,4100103
2021-10-14,0.0,Abatiá,1.0,1.0,1.0,0.0,13.5,13.5,13.5,4100103
2021-05-21,0.0,Adrianópolis,1.0,0.0,1.0,0.0,0.0,17.07,17.07,4100202
2021-05-22,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-05-23,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-05-24,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-05-25,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-05-26,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-05-27,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-05-28,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-05-29,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-05-30,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-05-31,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-06-01,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-06-02,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-06-03,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-06-04,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-06-05,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-06-06,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-06-07,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-06-08,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-06-09,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-06-10,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-06-11,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-06-12,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-06-13,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-06-14,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-06-15,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-06-16,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-06-17,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-06-18,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-06-19,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-06-20,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-06-21,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-06-22,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-06-23,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-06-24,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-06-25,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-06-26,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-06-27,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-06-28,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-06-29,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-06-30,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-07-01,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-07-02,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-07-03,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-07-04,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-07-05,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-07-06,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-07-07,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-07-08,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-07-09,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-07-10,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-07-11,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-07-12,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-07-13,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-07-14,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-07-15,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-07-16,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-07-17,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-07-18,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-07-19,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-07-20,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-07-21,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-07-22,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-07-23,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-07-24,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-07-25,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-07-26,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-07-27,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-07-28,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-07-29,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-07-30,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-07-31,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-08-01,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-08-02,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-08-03,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-08-04,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-08-05,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-08-06,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-08-07,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-08-08,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-08-09,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-08-10,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-08-11,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-08-12,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-08-13,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-08-14,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-08-15,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-08-16,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-08-17,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-08-18,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-08-19,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-08-20,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-08-21,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-08-22,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-08-23,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-08-24,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-08-25,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-08-26,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-08-27,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-08-28,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-08-29,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-08-30,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-08-31,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-09-01,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-09-02,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-09-03,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-09-04,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-09-05,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-09-06,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-09-07,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-09-08,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-09-09,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-09-10,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-09-11,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-09-12,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-09-13,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-09-14,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-09-15,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-09-16,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-09-17,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-09-18,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-09-19,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-09-20,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-09-21,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-09-22,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-09-23,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-09-24,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-09-25,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-09-26,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-09-27,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-09-28,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-09-29,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-09-30,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-10-01,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-10-02,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-10-03,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-10-04,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-10-05,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-10-06,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-10-07,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-10-08,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-10-09,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-10-10,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-10-11,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-10-12,0.0,Adrianópolis,0.0,0.0,1.0,0.0,0.0,0.0,17.07,4100202
2021-10-13,0.0,Adrianópolis,4.0,0.0,5.0,0.0,0.0,68.29,85.37,4100202
2021-10-14,0.0,Adrianópolis,9.0,0.0,14.0,0.0,0.0,153.66,239.03,4100202
2021-07-13,1.0,Agudos do Sul,0.0,1.0,0.0,10.56,10.56,0.0,0.0,4100301
2021-07-14,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-07-15,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-07-16,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-07-17,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-07-18,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-07-19,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-07-20,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-07-21,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-07-22,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-07-23,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-07-24,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-07-25,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-07-26,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-07-27,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-07-28,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-07-29,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-07-30,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-07-31,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-08-01,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-08-02,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-08-03,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-08-04,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-08-05,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-08-06,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-08-07,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-08-08,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-08-09,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-08-10,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-08-11,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-08-12,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-08-13,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-08-14,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-08-15,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-08-16,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-08-17,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-08-18,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-08-19,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-08-20,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-08-21,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-08-22,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-08-23,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-08-24,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-08-25,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-08-26,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-08-27,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-08-28,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-08-29,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-08-30,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-08-31,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-09-01,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-09-02,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-09-03,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-09-04,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-09-05,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-09-06,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-09-07,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-09-08,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-09-09,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-09-10,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-09-11,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-09-12,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-09-13,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-09-14,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-09-15,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-09-16,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-09-17,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-09-18,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-09-19,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-09-20,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-09-21,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-09-22,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-09-23,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-09-24,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-09-25,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-09-26,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-09-27,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-09-28,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-09-29,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-09-30,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-10-01,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-10-02,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-10-03,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-10-04,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-10-05,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-10-06,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-10-07,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-10-08,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-10-09,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-10-10,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-10-11,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-10-12,0.0,Agudos do Sul,0.0,1.0,0.0,0.0,10.56,0.0,0.0,4100301
2021-10-13,1.0,Agudos do Sul,23.0,2.0,23.0,10.56,21.12,242.87,242.87,4100301
2021-10-14,0.0,Agudos do Sul,0.0,2.0,23.0,0.0,21.12,0.0,242.87,4100301
