codigo,localidade,idade,perc,sexo
4107751,Figueira,80+,0.016918429003021148,m
4125753,São Pedro do Iguaçu,0-4,0.03090440842296622,m
4125753,São Pedro do Iguaçu,5-9,0.03211634600818058,m
4125753,São Pedro do Iguaçu,10-14,0.02863202545068929,m
4125753,São Pedro do Iguaçu,15-19,0.026965611271019544,m
4125753,São Pedro do Iguaçu,20-24,0.031661869413725195,m
4125753,São Pedro do Iguaçu,25-29,0.036812604150886226,m
4125753,São Pedro do Iguaçu,30-34,0.034691713376761094,m
4125753,São Pedro do Iguaçu,35-39,0.03317679139524315,m
4125753,São Pedro do Iguaçu,40-44,0.032873806998939555,m
4125753,São Pedro do Iguaçu,45-49,0.03575215876382366,m
4125753,São Pedro do Iguaçu,50-54,0.03544917436752007,m
4125753,São Pedro do Iguaçu,55-59,0.029995455234055446,m
4125753,São Pedro do Iguaçu,60-64,0.02802605665808211,m
4125753,São Pedro do Iguaçu,65-69,0.024390243902439025,m
4125753,São Pedro do Iguaçu,70-74,0.02166338433570671,m
4125753,São Pedro do Iguaçu,75-79,0.019542493561581577,m
4125753,São Pedro do Iguaçu,80+,0.019996970156036964,m
4104501,Capanema,0-4,0.030266151648235356,m
4104501,Capanema,5-9,0.030742367321022278,m
4104501,Capanema,10-14,0.02836128895708768,m
4104501,Capanema,15-19,0.028784591777342716,m
4104501,Capanema,20-24,0.034181702735594476,m
4104501,Capanema,25-29,0.04053124503942007,m
4104501,Capanema,30-34,0.035822001164082753,m
4104501,Capanema,35-39,0.03333509709508439,m
4104501,Capanema,40-44,0.034816656965977036,m
4104501,Capanema,45-49,0.034181702735594476,m
4104501,Capanema,50-54,0.03502830837610456,m
4104501,Capanema,55-59,0.034816656965977036,m
4104501,Capanema,60-64,0.028414201809619555,m
4104501,Capanema,65-69,0.021323879570347638,m
4104501,Capanema,70-74,0.015344727234245199,m
4104501,Capanema,75-79,0.01010635483358908,m
4104501,Capanema,80+,0.010159267686120958,m
4113759,Lunardelli,0-4,0.030406043437204912,m
4113759,Lunardelli,5-9,0.030406043437204912,m
4113759,Lunardelli,10-14,0.027195467422096317,m
4113759,Lunardelli,15-19,0.021907459867799812,m
4113759,Lunardelli,20-24,0.02700661000944287,m
4113759,Lunardelli,25-29,0.02983947119924457,m
4113759,Lunardelli,30-34,0.03153918791312559,m
4113759,Lunardelli,35-39,0.03210576015108593,m
4113759,Lunardelli,40-44,0.03267233238904627,m
4113759,Lunardelli,45-49,0.031916902738432486,m
4113759,Lunardelli,50-54,0.03871576959395656,m
4113759,Lunardelli,55-59,0.03890462700661001,m
4113759,Lunardelli,60-64,0.03380547686496695,m
4113759,Lunardelli,65-69,0.025684608120868743,m
4113759,Lunardelli,70-74,0.019263456090651557,m
4113759,Lunardelli,75-79,0.015486307837582624,m
4113759,Lunardelli,80+,0.015675165250236073,m
4120309,Porto Vitória,0-4,0.03873154199951585,m
4120309,Porto Vitória,5-9,0.03582667634955217,m
4120309,Porto Vitória,10-14,0.031711450012103605,m
4120309,Porto Vitória,15-19,0.03122730573710966,m
4120309,Porto Vitória,20-24,0.04139433551198257,m
4120309,Porto Vitória,25-29,0.040183974824497704,m
4120309,Porto Vitória,30-34,0.03340595497458242,m
4120309,Porto Vitória,35-39,0.03437424352457032,m
4120309,Porto Vitória,40-44,0.03437424352457032,m
4120309,Porto Vitória,45-49,0.03582667634955217,m
4120309,Porto Vitória,50-54,0.03195352214960058,m
4120309,Porto Vitória,55-59,0.02880658436213992,m
4120309,Porto Vitória,60-64,0.030743161462115712,m
4120309,Porto Vitória,65-69,0.021544420237230695,m
