localidade,sexo,idade,casosAcumulados,obitosAcumulados,codigo_reg,casosTotal,obitosTotal
Paranaguá,m,15-19,898.0,1.0,1,37789,964.0
Paranaguá,m,20-24,1556.0,2.0,1,37789,964.0
Paranaguá,m,25-29,1895.0,5.0,1,37789,964.0
Paranaguá,m,30-34,1906.0,11.0,1,37789,964.0
Paranaguá,m,35-39,2021.0,20.0,1,37789,964.0
Paranaguá,m,40-44,1854.0,30.0,1,37789,964.0
Paranaguá,m,45-49,1669.0,41.0,1,37789,964.0
Paranaguá,m,5-9,241.0,0.0,1,37789,964.0
Paranaguá,m,50-54,1425.0,45.0,1,37789,964.0
Paranaguá,m,55-59,1329.0,53.0,1,37789,964.0
Paranaguá,m,60-64,875.0,77.0,1,37789,964.0
Paranaguá,m,65-69,712.0,72.0,1,37789,964.0
Paranaguá,m,70-74,457.0,64.0,1,37789,964.0
Paranaguá,m,75-79,258.0,56.0,1,37789,964.0
Paranaguá,m,80+,265.0,79.0,1,37789,964.0
Paranavaí,f,0-4,276.0,0.0,14,26479,545.0
Paranavaí,f,10-14,432.0,0.0,14,26479,545.0
Paranavaí,f,15-19,748.0,0.0,14,26479,545.0
Paranavaí,f,20-24,1221.0,2.0,14,26479,545.0
Paranavaí,f,25-29,1491.0,2.0,14,26479,545.0
Paranavaí,f,30-34,1518.0,6.0,14,26479,545.0
Paranavaí,f,35-39,1517.0,6.0,14,26479,545.0
Paranavaí,f,40-44,1344.0,16.0,14,26479,545.0
Paranavaí,f,45-49,1172.0,12.0,14,26479,545.0
Paranavaí,f,5-9,317.0,0.0,14,26479,545.0
Paranavaí,f,50-54,1161.0,21.0,14,26479,545.0
Paranavaí,f,55-59,982.0,30.0,14,26479,545.0
Paranavaí,f,60-64,678.0,30.0,14,26479,545.0
Paranavaí,f,65-69,428.0,26.0,14,26479,545.0
Paranavaí,f,70-74,296.0,21.0,14,26479,545.0
Paranavaí,f,75-79,232.0,29.0,14,26479,545.0
Paranavaí,f,80+,242.0,53.0,14,26479,545.0
Paranavaí,m,0-4,325.0,0.0,14,26479,545.0
Paranavaí,m,10-14,408.0,0.0,14,26479,545.0
Paranavaí,m,15-19,678.0,0.0,14,26479,545.0
Paranavaí,m,20-24,1167.0,0.0,14,26479,545.0
Paranavaí,m,25-29,1295.0,5.0,14,26479,545.0
Paranavaí,m,30-34,1332.0,5.0,14,26479,545.0
Paranavaí,m,35-39,1303.0,9.0,14,26479,545.0
Paranavaí,m,40-44,1127.0,16.0,14,26479,545.0
Paranavaí,m,45-49,1069.0,24.0,14,26479,545.0
Paranavaí,m,5-9,320.0,0.0,14,26479,545.0
Paranavaí,m,50-54,930.0,23.0,14,26479,545.0
Paranavaí,m,55-59,882.0,31.0,14,26479,545.0
Paranavaí,m,60-64,572.0,37.0,14,26479,545.0
Paranavaí,m,65-69,414.0,30.0,14,26479,545.0
Paranavaí,m,70-74,230.0,34.0,14,26479,545.0
Paranavaí,m,75-79,170.0,27.0,14,26479,545.0
Paranavaí,m,80+,202.0,50.0,14,26479,545.0
Pato Branco,f,0-4,348.0,0.0,7,34341,772.0
Pato Branco,f,10-14,530.0,2.0,7,34341,772.0
Pato Branco,f,15-19,1128.0,0.0,7,34341,772.0
Pato Branco,f,20-24,1772.0,6.0,7,34341,772.0
Pato Branco,f,25-29,1954.0,11.0,7,34341,772.0
Pato Branco,f,30-34,1969.0,3.0,7,34341,772.0
Pato Branco,f,35-39,1920.0,15.0,7,34341,772.0
Pato Branco,f,40-44,1625.0,10.0,7,34341,772.0
Pato Branco,f,45-49,1428.0,19.0,7,34341,772.0
Pato Branco,f,5-9,367.0,0.0,7,34341,772.0
Pato Branco,f,50-54,1323.0,24.0,7,34341,772.0
Pato Branco,f,55-59,1095.0,24.0,7,34341,772.0
Pato Branco,f,60-64,849.0,39.0,7,34341,772.0
Pato Branco,f,65-69,557.0,29.0,7,34341,772.0
Pato Branco,f,70-74,345.0,37.0,7,34341,772.0
Pato Branco,f,75-79,251.0,25.0,7,34341,772.0
Pato Branco,f,80+,316.0,54.0,7,34341,772.0
Pato Branco,m,0-4,363.0,0.0,7,34341,772.0
Pato Branco,m,10-14,450.0,0.0,7,34341,772.0
Pato Branco,m,15-19,1047.0,1.0,7,34341,772.0
Pato Branco,m,20-24,1735.0,0.0,7,34341,772.0
Pato Branco,m,25-29,1841.0,7.0,7,34341,772.0
Pato Branco,m,30-34,1787.0,10.0,7,34341,772.0
Pato Branco,m,35-39,1789.0,15.0,7,34341,772.0
Pato Branco,m,40-44,1498.0,12.0,7,34341,772.0
Pato Branco,m,45-49,1336.0,35.0,7,34341,772.0
Pato Branco,m,5-9,340.0,0.0,7,34341,772.0
Pato Branco,m,50-54,1157.0,44.0,7,34341,772.0
Pato Branco,m,55-59,1064.0,63.0,7,34341,772.0
Pato Branco,m,60-64,768.0,57.0,7,34341,772.0
Pato Branco,m,65-69,547.0,60.0,7,34341,772.0
Pato Branco,m,70-74,384.0,46.0,7,34341,772.0
Pato Branco,m,75-79,216.0,43.0,7,34341,772.0
Pato Branco,m,80+,242.0,81.0,7,34341,772.0
Ponta Grossa,f,0-4,421.0,1.0,3,74169,1703.0
Ponta Grossa,f,10-14,875.0,0.0,3,74169,1703.0
Ponta Grossa,f,15-19,2038.0,2.0,3,74169,1703.0
Ponta Grossa,f,20-24,3762.0,3.0,3,74169,1703.0
Ponta Grossa,f,25-29,4404.0,3.0,3,74169,1703.0
Ponta Grossa,f,30-34,4337.0,13.0,3,74169,1703.0
Ponta Grossa,f,35-39,4338.0,23.0,3,74169,1703.0
Ponta Grossa,f,40-44,3946.0,33.0,3,74169,1703.0
Ponta Grossa,f,45-49,3383.0,36.0,3,74169,1703.0
Ponta Grossa,f,5-9,498.0,0.0,3,74169,1703.0
Ponta Grossa,f,50-54,2888.0,61.0,3,74169,1703.0
Ponta Grossa,f,55-59,2490.0,84.0,3,74169,1703.0
Ponta Grossa,f,60-64,1730.0,78.0,3,74169,1703.0
Ponta Grossa,f,65-69,1233.0,90.0,3,74169,1703.0
Ponta Grossa,f,70-74,782.0,98.0,3,74169,1703.0
Ponta Grossa,f,75-79,497.0,72.0,3,74169,1703.0
Ponta Grossa,f,80+,599.0,124.0,3,74169,1703.0
Ponta Grossa,m,0-4,461.0,0.0,3,74169,1703.0
Ponta Grossa,m,10-14,819.0,0.0,3,74169,1703.0
Ponta Grossa,m,15-19,1796.0,1.0,3,74169,1703.0
Ponta Grossa,m,20-24,3666.0,3.0,3,74169,1703.0
Ponta Grossa,m,25-29,4050.0,10.0,3,74169,1703.0
Ponta Grossa,m,30-34,4165.0,19.0,3,74169,1703.0
Ponta Grossa,m,35-39,4231.0,24.0,3,74169,1703.0
Ponta Grossa,m,40-44,3834.0,33.0,3,74169,1703.0
Ponta Grossa,m,45-49,3187.0,62.0,3,74169,1703.0
Ponta Grossa,m,5-9,474.0,0.0,3,74169,1703.0
Ponta Grossa,m,50-54,2690.0,67.0,3,74169,1703.0
Ponta Grossa,m,55-59,2251.0,120.0,3,74169,1703.0
Ponta Grossa,m,60-64,1562.0,134.0,3,74169,1703.0
Ponta Grossa,m,65-69,1189.0,149.0,3,74169,1703.0
Ponta Grossa,m,70-74,724.0,102.0,3,74169,1703.0
Ponta Grossa,m,75-79,441.0,114.0,3,74169,1703.0
Ponta Grossa,m,80+,408.0,144.0,3,74169,1703.0
Telêmaco Borba,f,0-4,213.0,0.0,21,26274,582.0
Telêmaco Borba,f,10-14,431.0,0.0,21,26274,582.0
Telêmaco Borba,f,15-19,651.0,0.0,21,26274,582.0
Telêmaco Borba,f,20-24,1077.0,3.0,21,26274,582.0
Telêmaco Borba,f,25-29,1217.0,2.0,21,26274,582.0
Telêmaco Borba,f,30-34,1308.0,7.0,21,26274,582.0
Telêmaco Borba,f,35-39,1199.0,9.0,21,26274,582.0
Telêmaco Borba,f,40-44,1126.0,13.0,21,26274,582.0
Telêmaco Borba,f,45-49,953.0,19.0,21,26274,582.0
Telêmaco Borba,f,5-9,393.0,0.0,21,26274,582.0
Telêmaco Borba,f,50-54,888.0,21.0,21,26274,582.0
Telêmaco Borba,f,55-59,716.0,21.0,21,26274,582.0
Telêmaco Borba,f,60-64,502.0,35.0,21,26274,582.0
Telêmaco Borba,f,65-69,336.0,24.0,21,26274,582.0
Telêmaco Borba,f,70-74,262.0,30.0,21,26274,582.0
Telêmaco Borba,f,75-79,175.0,29.0,21,26274,582.0
Telêmaco Borba,f,80+,174.0,39.0,21,26274,582.0
Telêmaco Borba,m,0-4,208.0,0.0,21,26274,582.0
Telêmaco Borba,m,10-14,396.0,0.0,21,26274,582.0
Telêmaco Borba,m,15-19,650.0,0.0,21,26274,582.0
Telêmaco Borba,m,20-24,1283.0,1.0,21,26274,582.0
Telêmaco Borba,m,25-29,1485.0,3.0,21,26274,582.0
Telêmaco Borba,m,30-34,1802.0,7.0,21,26274,582.0
Telêmaco Borba,m,35-39,1959.0,9.0,21,26274,582.0
Telêmaco Borba,m,40-44,1672.0,15.0,21,26274,582.0
Telêmaco Borba,m,45-49,1344.0,19.0,21,26274,582.0
Telêmaco Borba,m,5-9,399.0,0.0,21,26274,582.0
Telêmaco Borba,m,50-54,1094.0,39.0,21,26274,582.0
Telêmaco Borba,m,55-59,895.0,38.0,21,26274,582.0
Telêmaco Borba,m,60-64,539.0,40.0,21,26274,582.0
Telêmaco Borba,m,65-69,355.0,45.0,21,26274,582.0
Telêmaco Borba,m,70-74,269.0,39.0,21,26274,582.0
Telêmaco Borba,m,75-79,142.0,33.0,21,26274,582.0
Telêmaco Borba,m,80+,161.0,42.0,21,26274,582.0
Toledo,f,0-4,455.0,0.0,20,51914,919.0
Toledo,f,10-14,572.0,0.0,20,51914,919.0
Toledo,f,15-19,1317.0,1.0,20,51914,919.0
Toledo,f,20-24,2478.0,1.0,20,51914,919.0
Toledo,f,25-29,3034.0,2.0,20,51914,919.0
Toledo,f,30-34,2982.0,9.0,20,51914,919.0
Toledo,f,35-39,3034.0,6.0,20,51914,919.0
Toledo,f,40-44,2641.0,11.0,20,51914,919.0
Toledo,f,45-49,2482.0,15.0,20,51914,919.0
Toledo,f,5-9,439.0,0.0,20,51914,919.0
Toledo,f,50-54,2138.0,28.0,20,51914,919.0
Toledo,f,55-59,1806.0,36.0,20,51914,919.0
Toledo,f,60-64,1273.0,42.0,20,51914,919.0
Toledo,f,65-69,866.0,50.0,20,51914,919.0
Toledo,f,70-74,595.0,54.0,20,51914,919.0
Toledo,f,75-79,422.0,38.0,20,51914,919.0
Toledo,f,80+,464.0,85.0,20,51914,919.0
Toledo,m,0-4,516.0,0.0,20,51914,919.0
Toledo,m,10-14,571.0,0.0,20,51914,919.0
Toledo,m,15-19,1267.0,3.0,20,51914,919.0
Toledo,m,20-24,2375.0,1.0,20,51914,919.0
Toledo,m,25-29,2773.0,5.0,20,51914,919.0
Toledo,m,30-34,2732.0,15.0,20,51914,919.0
Toledo,m,35-39,2737.0,14.0,20,51914,919.0
Toledo,m,40-44,2408.0,25.0,20,51914,919.0
Toledo,m,45-49,2217.0,29.0,20,51914,919.0
Toledo,m,5-9,435.0,0.0,20,51914,919.0
Toledo,m,50-54,2042.0,44.0,20,51914,919.0
Toledo,m,55-59,1716.0,54.0,20,51914,919.0
Toledo,m,60-64,1064.0,58.0,20,51914,919.0
Toledo,m,65-69,751.0,57.0,20,51914,919.0
Toledo,m,70-74,545.0,79.0,20,51914,919.0
Toledo,m,75-79,371.0,46.0,20,51914,919.0
Toledo,m,80+,396.0,111.0,20,51914,919.0
Umuarama,f,0-4,341.0,0.0,12,31842,521.0
Umuarama,f,10-14,455.0,0.0,12,31842,521.0
Umuarama,f,15-19,835.0,2.0,12,31842,521.0
Umuarama,f,20-24,1480.0,0.0,12,31842,521.0
Umuarama,f,25-29,1687.0,2.0,12,31842,521.0
Umuarama,f,30-34,1719.0,3.0,12,31842,521.0
Umuarama,f,35-39,1735.0,4.0,12,31842,521.0
Umuarama,f,40-44,1569.0,5.0,12,31842,521.0
Umuarama,f,45-49,1458.0,15.0,12,31842,521.0
Umuarama,f,5-9,328.0,0.0,12,31842,521.0
Umuarama,f,50-54,1431.0,21.0,12,31842,521.0
Umuarama,f,55-59,1186.0,20.0,12,31842,521.0
Umuarama,f,60-64,861.0,38.0,12,31842,521.0
Umuarama,f,65-69,583.0,27.0,12,31842,521.0
Umuarama,f,70-74,412.0,17.0,12,31842,521.0
Umuarama,f,75-79,299.0,28.0,12,31842,521.0
Umuarama,f,80+,347.0,56.0,12,31842,521.0
Umuarama,m,0-4,383.0,0.0,12,31842,521.0
Umuarama,m,10-14,389.0,0.0,12,31842,521.0
Umuarama,m,15-19,765.0,0.0,12,31842,521.0
Umuarama,m,20-24,1272.0,3.0,12,31842,521.0
Umuarama,m,25-29,1531.0,2.0,12,31842,521.0
Umuarama,m,30-34,1569.0,5.0,12,31842,521.0
Umuarama,m,35-39,1594.0,6.0,12,31842,521.0
Umuarama,m,40-44,1355.0,7.0,12,31842,521.0
Umuarama,m,45-49,1341.0,14.0,12,31842,521.0
Umuarama,m,5-9,345.0,0.0,12,31842,521.0
Umuarama,m,50-54,1298.0,24.0,12,31842,521.0
Umuarama,m,55-59,1080.0,31.0,12,31842,521.0
Umuarama,m,60-64,742.0,28.0,12,31842,521.0
Umuarama,m,65-69,521.0,23.0,12,31842,521.0
Umuarama,m,70-74,365.0,38.0,12,31842,521.0
Umuarama,m,75-79,251.0,39.0,12,31842,521.0
Umuarama,m,80+,315.0,63.0,12,31842,521.0
União da Vitória,f,0-4,66.0,0.0,6,13692,279.0
União da Vitória,f,10-14,160.0,0.0,6,13692,279.0
União da Vitória,f,15-19,459.0,1.0,6,13692,279.0
União da Vitória,f,20-24,759.0,0.0,6,13692,279.0
União da Vitória,f,25-29,748.0,2.0,6,13692,279.0
União da Vitória,f,30-34,805.0,2.0,6,13692,279.0
União da Vitória,f,35-39,769.0,2.0,6,13692,279.0
União da Vitória,f,40-44,675.0,2.0,6,13692,279.0
União da Vitória,f,45-49,641.0,7.0,6,13692,279.0
União da Vitória,f,5-9,87.0,0.0,6,13692,279.0
União da Vitória,f,50-54,536.0,12.0,6,13692,279.0
União da Vitória,f,55-59,464.0,14.0,6,13692,279.0
União da Vitória,f,60-64,328.0,16.0,6,13692,279.0
União da Vitória,f,65-69,203.0,10.0,6,13692,279.0
União da Vitória,f,70-74,130.0,9.0,6,13692,279.0
União da Vitória,f,75-79,112.0,11.0,6,13692,279.0
União da Vitória,f,80+,125.0,22.0,6,13692,279.0
União da Vitória,m,0-4,73.0,0.0,6,13692,279.0
União da Vitória,m,10-14,171.0,1.0,6,13692,279.0
União da Vitória,m,15-19,392.0,0.0,6,13692,279.0
União da Vitória,m,20-24,739.0,0.0,6,13692,279.0
União da Vitória,m,25-29,728.0,1.0,6,13692,279.0
União da Vitória,m,30-34,733.0,4.0,6,13692,279.0
União da Vitória,m,35-39,741.0,3.0,6,13692,279.0
União da Vitória,m,40-44,633.0,6.0,6,13692,279.0
União da Vitória,m,45-49,587.0,19.0,6,13692,279.0
União da Vitória,m,5-9,101.0,0.0,6,13692,279.0
União da Vitória,m,50-54,516.0,23.0,6,13692,279.0
União da Vitória,m,55-59,447.0,17.0,6,13692,279.0
União da Vitória,m,60-64,296.0,21.0,6,13692,279.0
União da Vitória,m,65-69,189.0,18.0,6,13692,279.0
União da Vitória,m,70-74,102.0,13.0,6,13692,279.0
União da Vitória,m,75-79,82.0,13.0,6,13692,279.0
União da Vitória,m,80+,94.0,30.0,6,13692,279.0
